cflo,mmus,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011251155.1,XP_006539175.1,2.00E-107,311,2.00E-107,310
XP_011251164.2,NP_001269047.1,0,580,0,580
XP_011251164.2,NP_001269048.1,0,580,0,580
XP_011251164.2,NP_001269049.1,0,555,0,555
XP_011251164.2,NP_598528.2,0,580,0,580
XP_011251164.2,XP_006514954.1,0,580,0,580
XP_011251164.2,XP_006514955.1,0,580,0,580
XP_011251164.2,XP_030102283.1,0,567,0,567
XP_011251164.2,XP_030102284.1,0,555,0,555
XP_011251165.2,NP_001269047.1,0,567,0,567
XP_011251165.2,NP_001269048.1,0,566,0,566
XP_011251165.2,NP_001269049.1,0,555,0,555
XP_011251165.2,NP_598528.2,0,567,0,567
XP_011251165.2,XP_006514954.1,0,567,0,567
XP_011251165.2,XP_006514955.1,0,567,0,567
XP_011251165.2,XP_030102283.1,0,567,0,567
XP_011251165.2,XP_030102284.1,0,555,0,555
XP_011251174.2,NP_001003719.1,0,810,0,817
XP_011251174.2,NP_001106185.1,0,810,0,817
XP_011251174.2,NP_001273192.1,0,810,0,818
XP_011251174.2,NP_064378.4,0,810,0,817
XP_011251174.2,XP_006516167.1,0,810,0,817
XP_011251174.2,XP_006516170.1,0,810,0,817
XP_011251184.1,NP_056550.1,0,1603,0,1615
XP_011251184.1,XP_006526702.1,0,1594,0,1605
XP_011251185.1,NP_620092.1,7.00E-18,86.3,2.00E-16,80.1
XP_011251186.1,NP_079660.1,4.00E-38,130,2.00E-38,130
XP_011251186.1,NP_080608.3,6.00E-37,126,1.00E-43,142
XP_011251187.1,NP_079660.1,4.00E-38,130,1.00E-38,130
XP_011251187.1,NP_080608.3,9.00E-38,128,2.00E-44,144
XP_011251188.1,NP_001355787.1,1.00E-117,350,2.00E-118,350
XP_011251188.1,NP_080044.2,4.00E-122,360,7.00E-123,361
XP_011251189.1,NP_001005509.1,1.00E-169,500,5.00E-169,497
XP_011251190.1,NP_033507.2,0,2966,0,2977
XP_011251190.1,XP_006527649.1,0,2945,0,2969
XP_011251190.1,XP_006527650.1,0,2945,0,2969
XP_011251190.1,XP_006527651.1,0,2945,0,2969
XP_011251190.1,XP_006527652.1,0,2945,0,2969
XP_011251190.1,XP_006527654.1,0,2962,0,2975
XP_011251190.1,XP_011245756.1,0,2945,0,2969
XP_011251190.1,XP_011245758.1,0,2949,0,2972
XP_011251190.1,XP_030107164.1,0,2945,0,2969
XP_011251190.1,XP_030107165.1,0,2962,0,2975
XP_011251190.1,XP_030107166.1,0,2962,0,2975
XP_011251190.1,XP_030107167.1,0,2962,0,2975
XP_011251190.1,XP_030107168.1,0,2962,0,2975
XP_011251190.1,XP_030107169.1,0,2966,0,2977
XP_011251193.1,NP_034533.1,2.00E-136,399,5.00E-133,389
XP_011251195.1,NP_001165539.1,4.00E-33,124,1.00E-33,124
XP_011251195.1,NP_001165540.1,4.00E-33,124,1.00E-33,124
XP_011251195.1,NP_001165541.1,4.00E-33,124,1.00E-33,124
XP_011251195.1,NP_001165542.1,7.00E-33,123,2.00E-33,123
XP_011251195.1,NP_082114.1,4.00E-33,124,1.00E-33,124
XP_011251202.1,NP_061238.1,4.00E-16,76.6,1.00E-29,113
XP_011251223.2,NP_663565.2,7.00E-77,253,1.00E-80,261
XP_011251225.1,NP_080766.1,1.00E-56,189,9.00E-57,188
XP_011251226.2,NP_062805.1,6.00E-135,459,2.00E-130,445
XP_011251226.2,XP_006528223.1,3.00E-134,459,4.00E-130,445
XP_011251226.2,XP_006528224.1,2.00E-134,459,3.00E-130,445
XP_011251226.2,XP_006528225.1,1.00E-134,460,3.00E-130,445
XP_011251226.2,XP_006528226.1,6.00E-135,459,2.00E-130,445
XP_011251226.2,XP_006528227.1,6.00E-135,459,2.00E-130,445
XP_011251226.2,XP_006528228.1,6.00E-135,459,2.00E-130,445
XP_011251226.2,XP_006528229.1,6.00E-135,459,2.00E-130,445
XP_011251226.2,XP_006528230.1,2.00E-135,458,4.00E-131,444
XP_011251226.2,XP_006528231.1,1.00E-135,458,4.00E-131,444
XP_011251226.2,XP_006528232.1,5.00E-136,459,8.00E-132,445
XP_011251226.2,XP_011245952.1,4.00E-135,460,2.00E-130,445
XP_011251226.2,XP_011245953.2,4.00E-135,460,2.00E-130,445
XP_011251226.2,XP_017174066.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107272.1,4.00E-135,460,2.00E-130,445
XP_011251226.2,XP_030107273.1,4.00E-135,460,2.00E-130,445
XP_011251226.2,XP_030107274.1,4.00E-135,460,2.00E-130,445
XP_011251226.2,XP_030107275.1,5.00E-136,459,8.00E-132,445
XP_011251226.2,XP_030107276.1,5.00E-136,459,1.00E-131,444
XP_011251226.2,XP_030107277.1,5.00E-136,459,1.00E-131,444
XP_011251226.2,XP_030107278.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107279.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107280.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107281.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107282.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107283.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107284.1,3.00E-133,441,6.00E-129,427
XP_011251226.2,XP_030107285.1,3.00E-133,441,6.00E-129,427
XP_011251227.2,NP_062805.1,7.00E-135,459,3.00E-130,444
XP_011251227.2,XP_006528223.1,5.00E-134,458,5.00E-130,444
XP_011251227.2,XP_006528224.1,3.00E-134,458,5.00E-130,444
XP_011251227.2,XP_006528225.1,1.00E-134,459,3.00E-130,445
XP_011251227.2,XP_006528226.1,7.00E-135,459,3.00E-130,444
XP_011251227.2,XP_006528227.1,7.00E-135,459,3.00E-130,444
XP_011251227.2,XP_006528228.1,7.00E-135,459,3.00E-130,444
XP_011251227.2,XP_006528229.1,7.00E-135,459,3.00E-130,444
XP_011251227.2,XP_006528230.1,3.00E-135,457,7.00E-131,443
XP_011251227.2,XP_006528231.1,3.00E-135,457,6.00E-131,443
XP_011251227.2,XP_006528232.1,9.00E-136,458,2.00E-131,444
XP_011251227.2,XP_011245952.1,5.00E-135,460,3.00E-130,444
XP_011251227.2,XP_011245953.2,5.00E-135,460,3.00E-130,444
XP_011251227.2,XP_017174066.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107272.1,5.00E-135,460,3.00E-130,444
XP_011251227.2,XP_030107273.1,5.00E-135,460,3.00E-130,444
XP_011251227.2,XP_030107274.1,5.00E-135,460,3.00E-130,444
XP_011251227.2,XP_030107275.1,9.00E-136,458,2.00E-131,444
XP_011251227.2,XP_030107276.1,9.00E-136,458,2.00E-131,444
XP_011251227.2,XP_030107277.1,9.00E-136,458,2.00E-131,444
XP_011251227.2,XP_030107278.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107279.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107280.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107281.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107282.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107283.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107284.1,6.00E-133,441,1.00E-128,426
XP_011251227.2,XP_030107285.1,6.00E-133,441,1.00E-128,426
XP_011251228.1,NP_061280.2,4.00E-100,311,4.00E-104,321
XP_011251228.1,XP_017177172.1,4.00E-100,311,4.00E-104,321
XP_011251230.1,NP_061280.2,2.00E-98,306,1.00E-102,316
XP_011251230.1,XP_017177172.1,2.00E-98,306,1.00E-102,316
XP_011251231.1,NP_001334522.1,0,593,0,593
XP_011251232.1,NP_001334522.1,0,597,0,597
XP_011251233.1,NP_987103.1,6.00E-47,157,1.00E-50,165
XP_011251234.1,NP_001334522.1,0,592,0,592
XP_011251244.1,NP_001277999.1,2.00E-124,385,5.00E-125,385
XP_011251244.1,NP_780387.2,1.00E-126,390,4.00E-127,390
XP_011251244.1,XP_006522653.1,2.00E-124,384,7.00E-125,385
XP_011251244.1,XP_006522654.1,2.00E-124,384,7.00E-125,385
XP_011251244.1,XP_006522655.1,2.00E-124,385,5.00E-125,385
XP_011251244.1,XP_017172625.1,1.00E-121,375,4.00E-122,375
XP_011251245.1,NP_001277999.1,2.00E-124,384,6.00E-125,384
XP_011251245.1,NP_780387.2,1.00E-126,390,3.00E-127,390
XP_011251245.1,XP_006522653.1,2.00E-124,385,5.00E-125,385
XP_011251245.1,XP_006522654.1,2.00E-124,385,5.00E-125,385
XP_011251245.1,XP_006522655.1,2.00E-124,384,6.00E-125,384
XP_011251245.1,XP_017172625.1,2.00E-121,374,5.00E-122,374
XP_011251246.1,NP_001277999.1,4.00E-125,386,1.00E-125,386
XP_011251246.1,NP_780387.2,4.00E-127,391,1.00E-127,391
XP_011251246.1,XP_006522653.1,3.00E-125,386,1.00E-125,386
XP_011251246.1,XP_006522654.1,3.00E-125,386,1.00E-125,386
XP_011251246.1,XP_006522655.1,4.00E-125,386,1.00E-125,386
XP_011251246.1,XP_006522656.1,8.00E-120,372,3.00E-120,372
XP_011251246.1,XP_017172625.1,1.00E-121,374,4.00E-122,374
XP_011251251.1,NP_001240684.1,2.00E-51,192,2.00E-55,202
XP_011251251.1,XP_006518972.1,7.00E-49,185,6.00E-53,196
XP_011251251.1,XP_011243341.1,2.00E-51,192,3.00E-55,202
XP_011251252.2,NP_001034088.1,0,1310,0,1275
XP_011251252.2,NP_001271274.1,0,1307,0,1273
XP_011251252.2,NP_033857.1,0,1303,0,1268
XP_011251252.2,XP_011239000.1,0,1300,0,1265
XP_011251252.2,XP_017176112.1,0,1308,0,1274
XP_011251252.2,XP_017176113.1,0,1301,0,1266
XP_011251253.2,NP_001034088.1,0,1266,0,1229
XP_011251253.2,NP_001271274.1,0,1262,0,1227
XP_011251253.2,NP_033857.1,0,1257,0,1222
XP_011251253.2,XP_011239000.1,0,1253,0,1220
XP_011251253.2,XP_017176112.1,0,1263,0,1228
XP_011251253.2,XP_017176113.1,0,1255,0,1220
XP_011251256.2,NP_001034088.1,0,1291,0,1258
XP_011251256.2,NP_001271274.1,0,1288,0,1254
XP_011251256.2,NP_033857.1,0,1285,0,1249
XP_011251256.2,XP_011239000.1,0,1280,0,1246
XP_011251256.2,XP_017176112.1,0,1290,0,1254
XP_011251256.2,XP_017176113.1,0,1283,0,1247
XP_011251258.2,NP_001034088.1,0,1264,0,1229
XP_011251258.2,NP_001271274.1,0,1262,0,1227
XP_011251258.2,NP_033857.1,0,1258,0,1222
XP_011251258.2,XP_011239000.1,0,1254,0,1219
XP_011251258.2,XP_017176112.1,0,1263,0,1228
XP_011251258.2,XP_017176113.1,0,1256,0,1221
XP_011251262.1,NP_705819.3,2.00E-131,394,6.00E-128,384
XP_011251262.1,XP_017177741.1,3.00E-126,380,2.00E-122,369
XP_011251266.1,NP_084101.1,0,777,0,787
XP_011251267.1,NP_808447.2,2.00E-28,114,7.00E-29,114
XP_011251268.2,NP_001276738.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,NP_899130.1,2.00E-39,153,3.00E-42,160
XP_011251268.2,XP_006530451.1,2.00E-39,153,3.00E-42,160
XP_011251268.2,XP_011246524.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_011246525.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_011246526.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_011246527.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_011246528.1,3.00E-39,153,3.00E-42,160
XP_011251268.2,XP_011246529.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_011246530.1,1.00E-39,154,2.00E-42,161
XP_011251268.2,XP_030110462.1,3.00E-39,153,3.00E-42,160
XP_011251268.2,XP_030110463.1,3.00E-39,153,2.00E-42,160
XP_011251269.1,XP_006530550.1,2.00E-53,195,5.00E-51,187
XP_011251269.1,XP_006530553.1,2.00E-51,189,4.00E-49,181
XP_011251270.1,NP_001188342.1,1.00E-98,327,4.00E-99,327
XP_011251270.1,NP_001188343.1,7.00E-99,327,3.00E-99,327
XP_011251270.1,NP_001188344.1,8.00E-100,330,3.00E-100,330
XP_011251270.1,NP_001297555.1,6.00E-101,333,2.00E-101,332
XP_011251270.1,NP_033816.1,4.00E-102,337,2.00E-102,336
XP_011251270.1,XP_006503751.1,4.00E-101,334,2.00E-101,333
XP_011251270.1,XP_006503753.1,4.00E-101,334,2.00E-101,333
XP_011251270.1,XP_006503754.1,4.00E-101,334,2.00E-101,333
XP_011251270.1,XP_006503755.1,7.00E-99,328,3.00E-99,327
XP_011251270.1,XP_006503756.1,3.00E-102,336,1.00E-102,336
XP_011251270.1,XP_006503757.1,7.00E-99,327,3.00E-99,327
XP_011251270.1,XP_011238995.1,3.00E-102,337,2.00E-102,336
XP_011251270.1,XP_017176109.1,9.00E-98,325,4.00E-98,324
XP_011251270.1,XP_017176111.1,3.00E-102,329,6.00E-103,329
XP_011251270.1,XP_030109938.1,4.00E-102,337,2.00E-102,336
XP_011251270.1,XP_030109939.1,4.00E-102,337,2.00E-102,336
XP_011251270.1,XP_030109940.1,4.00E-103,338,1.00E-103,338
XP_011251270.1,XP_030109941.1,4.00E-103,338,1.00E-103,338
XP_011251270.1,XP_030109942.1,6.00E-100,330,2.00E-100,330
XP_011251271.1,NP_001188342.1,1.00E-98,327,4.00E-99,327
XP_011251271.1,NP_001188343.1,7.00E-99,327,3.00E-99,327
XP_011251271.1,NP_001188344.1,8.00E-100,330,3.00E-100,330
XP_011251271.1,NP_001297555.1,6.00E-101,333,2.00E-101,332
XP_011251271.1,NP_033816.1,4.00E-102,337,2.00E-102,336
XP_011251271.1,XP_006503751.1,4.00E-101,334,2.00E-101,333
XP_011251271.1,XP_006503753.1,4.00E-101,334,2.00E-101,333
XP_011251271.1,XP_006503754.1,4.00E-101,334,2.00E-101,333
XP_011251271.1,XP_006503755.1,7.00E-99,328,3.00E-99,327
XP_011251271.1,XP_006503756.1,3.00E-102,336,1.00E-102,336
XP_011251271.1,XP_006503757.1,7.00E-99,327,3.00E-99,327
XP_011251271.1,XP_011238995.1,3.00E-102,337,2.00E-102,336
XP_011251271.1,XP_017176109.1,9.00E-98,325,4.00E-98,324
XP_011251271.1,XP_017176111.1,3.00E-102,329,6.00E-103,329
XP_011251271.1,XP_030109938.1,4.00E-102,337,2.00E-102,336
XP_011251271.1,XP_030109939.1,4.00E-102,337,2.00E-102,336
XP_011251271.1,XP_030109940.1,4.00E-103,338,1.00E-103,338
XP_011251271.1,XP_030109941.1,4.00E-103,338,1.00E-103,338
XP_011251271.1,XP_030109942.1,6.00E-100,330,2.00E-100,330
XP_011251272.1,NP_001188342.1,1.00E-98,327,4.00E-99,327
XP_011251272.1,NP_001188343.1,7.00E-99,327,3.00E-99,327
XP_011251272.1,NP_001188344.1,8.00E-100,330,3.00E-100,330
XP_011251272.1,NP_001297555.1,6.00E-101,333,2.00E-101,332
XP_011251272.1,NP_033816.1,4.00E-102,337,2.00E-102,336
XP_011251272.1,XP_006503751.1,4.00E-101,334,2.00E-101,333
XP_011251272.1,XP_006503753.1,4.00E-101,334,2.00E-101,333
XP_011251272.1,XP_006503754.1,4.00E-101,334,2.00E-101,333
XP_011251272.1,XP_006503755.1,7.00E-99,328,3.00E-99,327
XP_011251272.1,XP_006503756.1,3.00E-102,336,1.00E-102,336
XP_011251272.1,XP_006503757.1,7.00E-99,327,3.00E-99,327
XP_011251272.1,XP_011238995.1,3.00E-102,337,2.00E-102,336
XP_011251272.1,XP_017176109.1,9.00E-98,325,4.00E-98,324
XP_011251272.1,XP_017176111.1,3.00E-102,329,6.00E-103,329
XP_011251272.1,XP_030109938.1,4.00E-102,337,2.00E-102,336
XP_011251272.1,XP_030109939.1,4.00E-102,337,2.00E-102,336
XP_011251272.1,XP_030109940.1,4.00E-103,338,1.00E-103,338
XP_011251272.1,XP_030109941.1,4.00E-103,338,1.00E-103,338
XP_011251272.1,XP_030109942.1,6.00E-100,330,2.00E-100,330
XP_011251273.1,NP_001188342.1,1.00E-98,327,4.00E-99,327
XP_011251273.1,NP_001188343.1,7.00E-99,327,3.00E-99,327
XP_011251273.1,NP_001188344.1,8.00E-100,330,3.00E-100,330
XP_011251273.1,NP_001297555.1,6.00E-101,333,2.00E-101,332
XP_011251273.1,NP_033816.1,4.00E-102,337,2.00E-102,336
XP_011251273.1,XP_006503751.1,4.00E-101,334,2.00E-101,333
XP_011251273.1,XP_006503753.1,4.00E-101,334,2.00E-101,333
XP_011251273.1,XP_006503754.1,4.00E-101,334,2.00E-101,333
XP_011251273.1,XP_006503755.1,7.00E-99,328,3.00E-99,327
XP_011251273.1,XP_006503756.1,3.00E-102,336,1.00E-102,336
XP_011251273.1,XP_006503757.1,7.00E-99,327,3.00E-99,327
XP_011251273.1,XP_011238995.1,3.00E-102,337,2.00E-102,336
XP_011251273.1,XP_017176109.1,9.00E-98,325,4.00E-98,324
XP_011251273.1,XP_017176111.1,3.00E-102,329,6.00E-103,329
XP_011251273.1,XP_030109938.1,4.00E-102,337,2.00E-102,336
XP_011251273.1,XP_030109939.1,4.00E-102,337,2.00E-102,336
XP_011251273.1,XP_030109940.1,4.00E-103,338,1.00E-103,338
XP_011251273.1,XP_030109941.1,4.00E-103,338,1.00E-103,338
XP_011251273.1,XP_030109942.1,6.00E-100,330,2.00E-100,330
XP_011251275.1,NP_001188342.1,1.00E-98,327,4.00E-99,327
XP_011251275.1,NP_001188343.1,7.00E-99,327,3.00E-99,327
XP_011251275.1,NP_001188344.1,8.00E-100,330,3.00E-100,330
XP_011251275.1,NP_001297555.1,6.00E-101,333,2.00E-101,332
XP_011251275.1,NP_033816.1,4.00E-102,337,2.00E-102,336
XP_011251275.1,XP_006503751.1,4.00E-101,334,2.00E-101,333
XP_011251275.1,XP_006503753.1,4.00E-101,334,2.00E-101,333
XP_011251275.1,XP_006503754.1,4.00E-101,334,2.00E-101,333
XP_011251275.1,XP_006503755.1,7.00E-99,328,3.00E-99,327
XP_011251275.1,XP_006503756.1,3.00E-102,336,1.00E-102,336
XP_011251275.1,XP_006503757.1,7.00E-99,327,3.00E-99,327
XP_011251275.1,XP_011238995.1,3.00E-102,337,2.00E-102,336
XP_011251275.1,XP_017176109.1,9.00E-98,325,4.00E-98,324
XP_011251275.1,XP_017176111.1,3.00E-102,329,6.00E-103,329
XP_011251275.1,XP_030109938.1,4.00E-102,337,2.00E-102,336
XP_011251275.1,XP_030109939.1,4.00E-102,337,2.00E-102,336
XP_011251275.1,XP_030109940.1,4.00E-103,338,1.00E-103,338
XP_011251275.1,XP_030109941.1,4.00E-103,338,1.00E-103,338
XP_011251275.1,XP_030109942.1,6.00E-100,330,2.00E-100,330
XP_011251276.1,NP_001188342.1,4.00E-99,327,1.00E-99,327
XP_011251276.1,NP_001188343.1,5.00E-99,326,2.00E-99,326
XP_011251276.1,NP_001188344.1,4.00E-100,329,1.00E-100,329
XP_011251276.1,NP_001297555.1,4.00E-101,332,1.00E-101,332
XP_011251276.1,NP_033816.1,3.00E-102,335,7.00E-103,336
XP_011251276.1,XP_006503751.1,4.00E-101,333,6.00E-102,333
XP_011251276.1,XP_006503753.1,4.00E-101,333,6.00E-102,333
XP_011251276.1,XP_006503754.1,4.00E-101,333,6.00E-102,333
XP_011251276.1,XP_006503755.1,5.00E-99,327,1.00E-99,327
XP_011251276.1,XP_006503756.1,2.00E-102,335,9.00E-103,335
XP_011251276.1,XP_006503757.1,5.00E-99,326,2.00E-99,326
XP_011251276.1,XP_011238995.1,3.00E-102,335,8.00E-103,335
XP_011251276.1,XP_017176109.1,6.00E-98,324,1.00E-98,324
XP_011251276.1,XP_017176111.1,1.00E-102,328,2.00E-103,329
XP_011251276.1,XP_030109938.1,3.00E-102,335,7.00E-103,336
XP_011251276.1,XP_030109939.1,3.00E-102,335,7.00E-103,336
XP_011251276.1,XP_030109940.1,2.00E-103,338,7.00E-104,338
XP_011251276.1,XP_030109941.1,2.00E-103,338,7.00E-104,338
XP_011251276.1,XP_030109942.1,4.00E-100,329,2.00E-100,329
XP_011251277.1,NP_001188342.1,5.00E-100,328,2.00E-100,328
XP_011251277.1,NP_001188343.1,4.00E-100,328,1.00E-100,328
XP_011251277.1,NP_001188344.1,4.00E-101,330,1.00E-101,330
XP_011251277.1,NP_001297555.1,3.00E-102,333,1.00E-102,333
XP_011251277.1,NP_033816.1,2.00E-103,337,1.00E-103,337
XP_011251277.1,XP_006503751.1,2.00E-102,335,1.00E-102,334
XP_011251277.1,XP_006503753.1,2.00E-102,335,1.00E-102,334
XP_011251277.1,XP_006503754.1,2.00E-102,335,1.00E-102,334
XP_011251277.1,XP_006503755.1,3.00E-100,329,2.00E-100,328
XP_011251277.1,XP_006503756.1,2.00E-103,337,7.00E-104,337
XP_011251277.1,XP_006503757.1,4.00E-100,328,1.00E-100,328
XP_011251277.1,XP_011238995.1,1.00E-103,338,1.00E-103,337
XP_011251277.1,XP_017176109.1,4.00E-99,326,2.00E-99,325
XP_011251277.1,XP_017176111.1,2.00E-103,329,4.00E-104,329
XP_011251277.1,XP_030109938.1,2.00E-103,337,1.00E-103,337
XP_011251277.1,XP_030109939.1,2.00E-103,337,1.00E-103,337
XP_011251277.1,XP_030109940.1,3.00E-104,339,8.00E-105,339
XP_011251277.1,XP_030109941.1,3.00E-104,339,8.00E-105,339
XP_011251277.1,XP_030109942.1,3.00E-101,331,1.00E-101,331
XP_011251312.2,NP_033364.2,5.00E-155,448,1.00E-159,459
XP_011251312.2,NP_694791.2,1.00E-159,460,4.00E-160,460
XP_011251312.2,XP_030105535.1,1.00E-159,460,4.00E-160,460
XP_011251314.1,NP_001156738.1,1.00E-16,74.7,3.00E-17,74.7
XP_011251314.1,NP_620046.1,1.00E-16,74.7,3.00E-17,74.7
XP_011251314.1,XP_006502749.1,1.00E-16,74.7,3.00E-17,74.7
XP_011251314.1,XP_006502750.1,1.00E-16,74.7,3.00E-17,74.7
XP_011251325.1,NP_080210.1,2.00E-158,467,3.00E-154,456
XP_011251329.2,NP_796242.2,8.00E-49,171,3.00E-49,171
XP_011251329.2,XP_011237280.1,4.00E-49,171,1.00E-49,171
XP_011251334.1,NP_001334173.1,4.00E-79,239,1.00E-79,239
XP_011251334.1,NP_062639.3,1.00E-81,245,4.00E-82,245
XP_011251336.2,NP_001343227.1,1.00E-133,400,5.00E-135,402
XP_011251336.2,NP_001343228.1,5.00E-134,399,2.00E-135,400
XP_011251336.2,NP_001343229.1,7.00E-134,401,4.00E-135,402
XP_011251336.2,NP_080164.2,7.00E-134,401,4.00E-135,402
XP_011251336.2,XP_006524874.1,7.00E-134,401,4.00E-135,402
XP_011251338.2,NP_001343227.1,1.00E-133,400,4.00E-135,402
XP_011251338.2,NP_001343229.1,6.00E-134,401,4.00E-135,402
XP_011251338.2,NP_080164.2,6.00E-134,401,4.00E-135,402
XP_011251338.2,NP_598461.1,6.00E-141,421,8.00E-153,450
XP_011251338.2,XP_006508222.1,6.00E-141,421,1.00E-152,450
XP_011251338.2,XP_006508223.1,6.00E-141,421,8.00E-153,450
XP_011251338.2,XP_006508224.1,2.00E-141,421,2.00E-153,449
XP_011251338.2,XP_006508225.1,2.00E-141,421,2.00E-153,449
XP_011251338.2,XP_006508226.1,2.00E-141,421,2.00E-153,449
XP_011251338.2,XP_006524874.1,6.00E-134,401,4.00E-135,402
XP_011251338.2,XP_011240192.1,6.00E-141,421,8.00E-153,450
XP_011251339.2,NP_001343229.1,8.00E-135,402,4.00E-136,403
XP_011251339.2,NP_080164.2,8.00E-135,402,4.00E-136,403
XP_011251339.2,NP_598461.1,2.00E-141,421,3.00E-153,449
XP_011251339.2,XP_006508222.1,1.00E-141,422,4.00E-153,449
XP_011251339.2,XP_006508223.1,2.00E-141,421,3.00E-153,449
XP_011251339.2,XP_006508224.1,5.00E-142,421,1.00E-153,448
XP_011251339.2,XP_006508225.1,5.00E-142,421,1.00E-153,448
XP_011251339.2,XP_006508226.1,5.00E-142,421,1.00E-153,448
XP_011251339.2,XP_006524874.1,8.00E-135,402,4.00E-136,403
XP_011251339.2,XP_011240192.1,2.00E-141,421,3.00E-153,449
XP_011251341.1,NP_058043.3,2.00E-121,352,5.00E-122,352
XP_011251348.1,NP_001074588.1,1.00E-88,275,3.00E-89,275
XP_011251348.1,NP_081144.1,1.00E-88,275,3.00E-89,275
XP_011251349.1,NP_001074588.1,1.00E-88,275,3.00E-89,275
XP_011251349.1,NP_081144.1,1.00E-88,275,3.00E-89,275
XP_011251350.1,NP_001074588.1,1.00E-88,275,3.00E-89,275
XP_011251350.1,NP_081144.1,1.00E-88,275,3.00E-89,275
XP_011251351.1,NP_001074588.1,1.00E-88,275,3.00E-89,275
XP_011251351.1,NP_081144.1,1.00E-88,275,3.00E-89,275
XP_011251352.1,NP_079672.1,7.00E-60,194,4.00E-62,199
XP_011251356.2,NP_683742.2,1.00E-42,159,3.00E-43,159
XP_011251360.1,NP_001242988.1,1.00E-46,171,4.00E-48,174
XP_011251360.1,XP_006503682.2,1.00E-46,171,3.00E-48,174
XP_011251361.1,NP_001242988.1,1.00E-46,171,4.00E-48,174
XP_011251361.1,XP_006503682.2,1.00E-46,171,3.00E-48,174
XP_011251362.2,NP_001033086.2,7.00E-177,536,2.00E-177,536
XP_011251362.2,NP_001273344.1,6.00E-170,516,2.00E-170,516
XP_011251362.2,NP_034324.2,9.00E-174,528,0,546
XP_011251362.2,XP_006523703.1,7.00E-177,536,2.00E-177,536
XP_011251362.2,XP_006523704.1,7.00E-177,536,2.00E-177,536
XP_011251362.2,XP_006523706.1,5.00E-177,537,1.00E-177,537
XP_011251362.2,XP_006540667.1,9.00E-174,528,0,546
XP_011251362.2,XP_011244595.1,5.00E-177,537,1.00E-177,537
XP_011251362.2,XP_030105356.1,5.00E-177,537,1.00E-177,537
XP_011251363.2,NP_001033086.2,8.00E-175,531,2.00E-175,531
XP_011251363.2,NP_001273344.1,1.00E-167,510,4.00E-168,510
XP_011251363.2,NP_034324.2,2.00E-174,530,0,548
XP_011251363.2,XP_006523703.1,8.00E-175,531,2.00E-175,531
XP_011251363.2,XP_006523704.1,8.00E-175,531,2.00E-175,531
XP_011251363.2,XP_006523706.1,5.00E-175,531,1.00E-175,531
XP_011251363.2,XP_006540667.1,2.00E-174,530,0,548
XP_011251363.2,XP_011244595.1,5.00E-175,531,1.00E-175,531
XP_011251363.2,XP_030105356.1,5.00E-175,531,1.00E-175,531
XP_011251366.1,NP_035016.1,7.00E-17,72,2.00E-17,72
XP_011251370.1,NP_085036.3,0,673,0,693
XP_011251370.1,XP_006500493.1,0,663,0,683
XP_011251371.1,NP_775569.2,1.00E-40,155,3.00E-42,159
XP_011251371.1,XP_006518943.1,2.00E-40,152,6.00E-41,152
XP_011251371.1,XP_006518944.1,2.00E-40,151,6.00E-41,151
XP_011251371.1,XP_017171466.1,7.00E-40,150,2.00E-40,150
XP_011251377.2,XP_017168445.1,2.00E-09,57,5.00E-10,57.4
XP_011251378.1,NP_001003920.2,0,729,0,746
XP_011251378.1,NP_001009929.1,0,751,0,756
XP_011251378.1,NP_001009930.1,0,748,0,754
XP_011251378.1,NP_001263692.1,0,740,0,748
XP_011251378.1,NP_083702.1,0,746,0,752
XP_011251378.1,XP_017177814.1,0,728,0,745
XP_011251379.1,NP_076116.1,0,679,0,679
XP_011251382.1,NP_001188399.1,0,794,0,794
XP_011251382.1,NP_001276406.1,0,800,0,800
XP_011251382.1,NP_001276407.1,0,800,0,800
XP_011251382.1,NP_001347332.1,0,794,0,794
XP_011251382.1,NP_035993.1,0,800,0,800
XP_011251382.1,NP_035994.2,0,789,0,789
XP_011251382.1,XP_006527127.1,0,789,0,789
