cflo,sinv,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011259556.1,XP_011159584.1,0,2441,0,2424
XP_011259557.1,XP_011159585.1,0,2330,0,2301
XP_011259560.1,XP_011159587.1,0,2096,0,2096
XP_011259560.1,XP_025989400.1,0,2109,0,2109
XP_011259560.1,XP_025989401.1,0,2116,0,2115
XP_011259560.1,XP_025989402.1,0,2090,0,2090
XP_011259561.1,XP_011159587.1,0,2102,0,2102
XP_011259561.1,XP_025989400.1,0,2090,0,2090
XP_011259561.1,XP_025989401.1,0,2096,0,2096
XP_011259561.1,XP_025989402.1,0,2097,0,2097
XP_011259562.2,XP_011159579.1,0,666,0,636
XP_011259563.1,XP_011168778.1,0,691,0,691
XP_011259563.1,XP_011168779.1,0,663,0,663
XP_011259563.1,XP_025994792.1,0,663,0,663
XP_011259566.2,XP_011159577.1,0,831,0,806
XP_011259568.2,XP_011159644.1,0,3190,0,3213
XP_011259568.2,XP_025989407.1,0,3220,0,3251
XP_011259568.2,XP_025989408.1,0,3223,0,3254
XP_011259568.2,XP_025989409.1,0,3209,0,3238
XP_011259568.2,XP_025989410.1,0,3212,0,3242
XP_011259568.2,XP_025989411.1,0,3170,0,3205
XP_011259568.2,XP_025989412.1,0,3138,0,3171
XP_011259568.2,XP_025989414.1,0,3113,0,3147
XP_011259569.1,XP_011168778.1,0,663,0,663
XP_011259569.1,XP_011168779.1,0,661,0,661
XP_011259569.1,XP_025994792.1,0,661,0,661
XP_011259573.1,XP_011169102.2,9.00E-83,246,3.00E-68,209
XP_011259574.2,XP_011169103.1,7.00E-50,167,1.00E-44,153
XP_011259575.1,XP_011169104.1,7.00E-79,243,2.00E-85,260
XP_011259578.1,XP_011169107.1,0,972,0,972
XP_011259578.1,XP_011169109.1,0,972,0,972
XP_011259579.1,XP_011169107.1,0,972,0,972
XP_011259579.1,XP_011169109.1,0,972,0,972
XP_011259580.1,XP_025994796.1,0,2149,0,2149
XP_011259580.1,XP_025994797.1,0,2080,0,2080
XP_011259581.1,XP_011169111.1,2.00E-41,150,4.00E-52,179
XP_011259586.1,XP_025994796.1,0,2080,0,2080
XP_011259586.1,XP_025994797.1,0,2093,0,2093
XP_011259590.1,XP_025996547.1,0,642,0,650
XP_011259591.1,XP_025996547.1,0,642,0,650
XP_011259592.1,XP_025996547.1,0,644,0,651
XP_011259593.1,XP_025996547.1,0,642,0,650
XP_011259594.1,XP_025996547.1,0,642,0,650
XP_011259595.1,XP_025996547.1,0,642,0,650
XP_011259596.1,XP_025997646.1,3.00E-69,209,3.00E-69,209
XP_011259598.2,XP_011173033.2,2.00E-73,229,1.00E-73,229
XP_011259600.1,XP_025997425.1,0,582,0,580
XP_011259601.1,XP_025996138.1,0,560,0,560
XP_011259605.1,XP_011171707.1,0,1098,0,1127
XP_011259605.1,XP_011171708.1,0,1098,0,1127
XP_011259605.1,XP_011171709.1,0,1098,0,1127
XP_011259606.1,XP_011171707.1,0,1098,0,1127
XP_011259606.1,XP_011171708.1,0,1098,0,1127
XP_011259606.1,XP_011171709.1,0,1098,0,1127
XP_011259607.1,XP_011171707.1,0,1098,0,1127
XP_011259607.1,XP_011171708.1,0,1098,0,1127
XP_011259607.1,XP_011171709.1,0,1098,0,1127
XP_011259609.1,XP_011171707.1,0,1098,0,1127
XP_011259609.1,XP_011171708.1,0,1098,0,1127
XP_011259609.1,XP_011171709.1,0,1098,0,1127
XP_011259613.1,XP_011171707.1,0,1102,0,1132
XP_011259613.1,XP_011171708.1,0,1102,0,1132
XP_011259613.1,XP_011171709.1,0,1102,0,1132
XP_011259614.1,XP_011165845.1,4.00E-179,498,4.00E-179,498
XP_011259617.2,XP_011155341.1,3.00E-158,450,2.00E-153,438
XP_011259617.2,XP_011159726.1,5.00E-158,449,3.00E-158,450
XP_011259617.2,XP_025990546.1,7.00E-165,467,4.00E-165,468
XP_011259619.2,XP_011155341.1,1.00E-167,474,2.00E-162,461
XP_011259619.2,XP_011159399.1,1.00E-160,456,1.00E-160,456
XP_011259619.2,XP_011159726.1,3.00E-161,457,3.00E-161,457
XP_011259619.2,XP_025990546.1,3.00E-166,470,4.00E-166,470
XP_011259620.2,XP_011155341.1,7.00E-165,467,6.00E-160,454
XP_011259620.2,XP_011159399.1,3.00E-159,452,4.00E-159,452
XP_011259620.2,XP_011159726.1,6.00E-160,454,7.00E-160,454
XP_011259620.2,XP_025990546.1,1.00E-164,466,2.00E-164,466
XP_011259623.1,XP_011159405.1,0,717,0,717
XP_011259624.1,XP_011159405.1,0,717,0,717
XP_011259625.1,XP_011159406.1,0,1111,0,1090
XP_011259625.1,XP_011159407.1,0,1118,0,1096
XP_011259626.1,XP_011159406.1,0,1111,0,1090
XP_011259626.1,XP_011159407.1,0,1118,0,1096
XP_011259627.1,XP_011159406.1,0,1111,0,1090
XP_011259627.1,XP_011159407.1,0,1118,0,1096
XP_011259628.1,XP_011159406.1,0,1111,0,1090
XP_011259628.1,XP_011159407.1,0,1118,0,1096
XP_011259630.1,XP_025988197.1,0,993,0,985
XP_011259631.1,XP_011159408.1,3.00E-152,428,3.00E-152,428
XP_011259631.1,XP_011159409.1,3.00E-152,428,3.00E-152,428
XP_011259632.1,XP_011159396.1,1.00E-133,378,4.00E-122,348
XP_011259632.1,XP_011159398.1,1.00E-133,378,4.00E-122,348
XP_011259634.1,XP_011159394.1,3.00E-108,317,9.00E-110,321
XP_011259635.1,XP_011159395.1,0,1320,0,1320
XP_011259636.1,XP_011159389.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_011159390.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_011159391.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_011159392.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_011159393.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_025990531.1,1.00E-52,164,1.00E-52,164
XP_011259636.1,XP_025990533.1,1.00E-52,164,1.00E-52,164
XP_011259639.1,XP_011159382.1,2.00E-131,374,2.00E-131,374
XP_011259639.1,XP_025990540.1,2.00E-131,374,2.00E-131,374
XP_011259640.1,XP_011159388.1,0,815,0,818
XP_011259641.1,XP_011169177.1,0,1085,0,1085
XP_011259641.1,XP_011169178.1,0,1085,0,1085
XP_011259641.1,XP_011169180.1,0,1085,0,1085
XP_011259641.1,XP_025994279.1,0,1085,0,1085
XP_011259642.1,XP_025988216.1,0,1340,0,1340
XP_011259642.1,XP_025988217.1,0,1340,0,1340
XP_011259642.1,XP_025988218.1,0,1340,0,1340
XP_011259643.1,XP_011159387.1,0,629,0,660
XP_011259644.1,XP_011159385.1,0,2838,0,2846
XP_011259645.1,XP_011159381.1,0,1292,0,1275
XP_011259647.1,XP_011159370.1,6.00E-65,197,6.00E-65,197
XP_011259648.1,XP_011159373.1,0,1100,0,1097
XP_011259649.1,XP_025988216.1,0,1340,0,1340
XP_011259649.1,XP_025988217.1,0,1340,0,1340
XP_011259649.1,XP_025988218.1,0,1340,0,1340
XP_011259651.1,XP_011159362.1,0,4389,0,4293
XP_011259651.1,XP_025990507.1,0,4383,0,4285
XP_011259651.1,XP_025990508.1,0,4374,0,4278
XP_011259651.1,XP_025990509.1,0,4369,0,4272
XP_011259651.1,XP_025990510.1,0,4366,0,4271
XP_011259651.1,XP_025990511.1,0,4385,0,4288
XP_011259651.1,XP_025990512.1,0,4361,0,4266
XP_011259651.1,XP_025990513.1,0,4348,0,4255
XP_011259661.2,XP_011159360.1,0,1560,0,1560
XP_011259662.1,XP_011159361.1,6.00E-118,334,7.00E-118,334
XP_011259664.1,XP_011159359.1,0,9240,0,9174
XP_011259665.1,XP_011159355.1,0,885,0,885
XP_011259666.1,XP_011159355.1,0,859,0,859
XP_011259667.1,XP_011159356.1,0,716,0,716
XP_011259667.1,XP_011159357.1,0,714,0,715
XP_011259668.1,XP_025988219.1,0,1267,0,1267
XP_011259668.1,XP_025988220.1,0,1267,0,1267
XP_011259669.1,XP_011159356.1,0,717,0,717
XP_011259669.1,XP_011159357.1,0,721,0,721
XP_011259672.1,XP_011159354.1,0,1030,0,1024
XP_011259672.1,XP_025990535.1,0,1031,0,1025
XP_011259673.1,XP_011159354.1,0,1029,0,1021
XP_011259673.1,XP_025990535.1,0,1030,0,1023
XP_011259674.1,XP_011159354.1,0,1029,0,1021
XP_011259674.1,XP_025990535.1,0,1030,0,1023
XP_011259678.1,XP_011166597.1,4.00E-37,127,4.00E-37,127
XP_011259678.1,XP_025992890.1,4.00E-37,127,6.00E-37,127
XP_011259680.1,XP_011168771.1,0,1003,0,975
XP_011259680.1,XP_025988215.1,0,1003,0,975
XP_011259681.1,XP_011166598.1,9.00E-28,101,7.00E-41,135
XP_011259689.1,XP_011159168.1,0,543,0,543
XP_011259690.1,XP_011158827.1,0,813,0,804
XP_011259690.1,XP_011158911.1,0,812,0,803
XP_011259690.1,XP_011158986.1,0,812,0,803
XP_011259690.1,XP_011159060.1,0,812,0,803
XP_011259691.1,XP_011158827.1,0,813,0,804
XP_011259691.1,XP_011158911.1,0,812,0,803
XP_011259691.1,XP_011158986.1,0,812,0,803
XP_011259691.1,XP_011159060.1,0,812,0,803
XP_011259692.1,XP_011158827.1,0,813,0,804
XP_011259692.1,XP_011158911.1,0,812,0,803
XP_011259692.1,XP_011158986.1,0,812,0,803
XP_011259692.1,XP_011159060.1,0,812,0,803
XP_011259693.1,XP_011158827.1,0,813,0,804
XP_011259693.1,XP_011158911.1,0,812,0,803
XP_011259693.1,XP_011158986.1,0,812,0,803
XP_011259693.1,XP_011159060.1,0,812,0,803
XP_011259694.1,XP_025986279.1,0,924,0,904
XP_011259694.1,XP_025992277.1,0,924,0,904
XP_011259696.1,XP_011166588.1,0,978,0,978
XP_011259697.1,XP_011166588.1,0,978,0,978
XP_011259698.1,XP_011166588.1,0,978,0,978
XP_011259699.1,XP_011166588.1,0,978,0,978
XP_011259700.1,XP_011166588.1,0,978,0,978
XP_011259702.1,XP_011166589.1,0,853,0,879
XP_011259702.1,XP_011166590.1,0,853,0,879
XP_011259702.1,XP_025992886.1,0,853,0,879
XP_011259703.1,XP_011166589.1,0,853,0,879
XP_011259703.1,XP_011166590.1,0,853,0,879
XP_011259703.1,XP_025992886.1,0,853,0,879
XP_011259705.1,XP_011166589.1,0,853,0,879
XP_011259705.1,XP_011166590.1,0,853,0,879
XP_011259705.1,XP_025992886.1,0,853,0,879
XP_011259706.1,XP_011166591.1,0,564,0,564
XP_011259706.1,XP_025992887.1,0,564,0,564
XP_011259707.1,XP_011173369.1,3.00E-105,302,3.00E-105,302
XP_011259710.1,XP_011173367.1,0,1236,0,1236
XP_011259712.1,XP_011173367.1,0,1236,0,1236
XP_011259713.1,XP_011173610.1,0,636,0,636
XP_011259714.2,XP_025987668.1,2.00E-43,155,2.00E-40,147
XP_011259715.1,XP_025987561.1,0,3102,0,3140
XP_011259715.1,XP_025987562.1,0,3102,0,3140
XP_011259715.1,XP_025987563.1,0,3102,0,3140
XP_011259715.1,XP_025987564.1,0,3102,0,3140
XP_011259715.1,XP_025987565.1,0,3102,0,3140
XP_011259715.1,XP_025987566.1,0,3102,0,3140
XP_011259715.1,XP_025987567.1,0,3102,0,3140
XP_011259715.1,XP_025987568.1,0,3064,0,3104
XP_011259715.1,XP_025987569.1,0,3100,0,3136
XP_011259716.1,XP_025987561.1,0,3063,0,3103
XP_011259716.1,XP_025987562.1,0,3063,0,3103
XP_011259716.1,XP_025987563.1,0,3063,0,3103
XP_011259716.1,XP_025987564.1,0,3063,0,3103
XP_011259716.1,XP_025987565.1,0,3063,0,3103
XP_011259716.1,XP_025987566.1,0,3063,0,3103
XP_011259716.1,XP_025987567.1,0,3063,0,3103
XP_011259716.1,XP_025987568.1,0,3075,0,3113
XP_011259716.1,XP_025987569.1,0,3060,0,3097
XP_011259717.1,XP_025987561.1,0,3165,0,3204
XP_011259717.1,XP_025987562.1,0,3165,0,3204
XP_011259717.1,XP_025987563.1,0,3165,0,3204
XP_011259717.1,XP_025987564.1,0,3165,0,3204
XP_011259717.1,XP_025987565.1,0,3165,0,3204
XP_011259717.1,XP_025987566.1,0,3165,0,3204
XP_011259717.1,XP_025987567.1,0,3165,0,3204
XP_011259717.1,XP_025987568.1,0,3126,0,3164
XP_011259717.1,XP_025987569.1,0,3102,0,3141
XP_011259719.1,XP_025987561.1,0,3103,0,3142
XP_011259719.1,XP_025987562.1,0,3103,0,3142
XP_011259719.1,XP_025987563.1,0,3103,0,3142
XP_011259719.1,XP_025987564.1,0,3103,0,3142
XP_011259719.1,XP_025987565.1,0,3103,0,3142
XP_011259719.1,XP_025987566.1,0,3103,0,3142
XP_011259719.1,XP_025987567.1,0,3103,0,3142
XP_011259719.1,XP_025987568.1,0,3066,0,3103
XP_011259719.1,XP_025987569.1,0,3105,0,3140
XP_011259722.1,XP_011169746.1,6.00E-145,417,5.00E-139,402
XP_011259722.1,XP_011169748.1,1.00E-143,413,1.00E-135,393
XP_011259722.1,XP_011169749.1,1.00E-143,414,7.00E-134,389
XP_011259722.1,XP_025991582.1,3.00E-148,426,3.00E-138,400
XP_011259722.1,XP_025991583.1,3.00E-148,426,3.00E-138,400
XP_011259722.1,XP_025991584.1,8.00E-152,433,4.00E-141,406
XP_011259723.1,XP_011169746.1,2.00E-143,413,2.00E-137,398
XP_011259723.1,XP_011169748.1,1.00E-143,414,1.00E-135,393
XP_011259723.1,XP_011169749.1,8.00E-144,414,8.00E-134,389
XP_011259723.1,XP_025991582.1,2.00E-148,426,2.00E-138,400
XP_011259723.1,XP_025991583.1,2.00E-148,426,2.00E-138,400
XP_011259723.1,XP_025991584.1,8.00E-152,433,3.00E-141,406
XP_011259724.1,XP_011169746.1,3.00E-143,412,2.00E-133,388
XP_011259724.1,XP_011169748.1,2.00E-143,413,4.00E-134,389
XP_011259724.1,XP_011169749.1,2.00E-143,413,3.00E-133,387
XP_011259724.1,XP_025991582.1,5.00E-147,422,4.00E-133,387
XP_011259724.1,XP_025991583.1,5.00E-147,422,4.00E-133,387
XP_011259724.1,XP_025991584.1,2.00E-150,430,4.00E-136,394
XP_011259725.1,XP_011169746.1,2.00E-143,413,2.00E-132,385
XP_011259725.1,XP_011169748.1,2.00E-145,418,3.00E-134,390
XP_011259725.1,XP_011169749.1,6.00E-144,414,3.00E-134,390
XP_011259725.1,XP_025991582.1,2.00E-147,423,2.00E-132,385
XP_011259725.1,XP_025991583.1,2.00E-147,423,2.00E-132,385
XP_011259725.1,XP_025991584.1,9.00E-151,431,4.00E-135,391
XP_011259726.1,XP_011169746.1,3.00E-143,412,8.00E-134,389
XP_011259726.1,XP_011169748.1,9.00E-144,414,5.00E-134,389
XP_011259726.1,XP_011169749.1,6.00E-144,414,5.00E-134,389
XP_011259726.1,XP_025991582.1,4.00E-144,415,2.00E-133,388
XP_011259726.1,XP_025991583.1,4.00E-144,415,2.00E-133,388
XP_011259726.1,XP_025991584.1,2.00E-147,422,2.00E-136,394
XP_011259730.1,XP_011171015.1,0,1169,0,1169
XP_011259730.1,XP_011171016.1,0,1135,0,1135
XP_011259731.1,XP_011169177.1,0,1085,0,1085
XP_011259731.1,XP_011169178.1,0,1085,0,1085
XP_011259731.1,XP_011169180.1,0,1085,0,1085
XP_011259731.1,XP_025994279.1,0,1085,0,1085
XP_011259736.2,XP_011168769.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_011168770.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_025988168.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_025988169.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_025988170.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_025988171.1,1.00E-146,459,7.00E-147,459
XP_011259736.2,XP_025988172.1,1.00E-146,459,7.00E-147,459
XP_011259739.2,XP_025990138.1,3.00E-113,349,1.00E-119,366
XP_011259739.2,XP_025993015.1,2.00E-111,337,1.00E-111,337
XP_011259740.1,XP_011155515.1,5.00E-62,204,6.00E-62,204
XP_011259744.1,XP_011165023.1,0,656,0,656
XP_011259744.1,XP_011165030.1,0,652,0,652
XP_011259746.2,XP_011166937.1,0,1106,0,1133
XP_011259747.1,XP_025985876.1,0,587,0,564
XP_011259747.1,XP_025985877.1,0,587,0,564
XP_011259747.1,XP_025985878.1,0,587,0,564
XP_011259748.1,XP_025985876.1,0,583,0,561
XP_011259748.1,XP_025985877.1,0,583,0,561
XP_011259748.1,XP_025985878.1,0,583,0,561
XP_011259749.1,XP_025985876.1,0,583,0,561
XP_011259749.1,XP_025985877.1,0,583,0,561
XP_011259749.1,XP_025985878.1,0,583,0,561
XP_011259750.1,XP_011166935.1,0,1706,0,1706
XP_011259751.1,NP_001291535.1,7.00E-94,273,8.00E-94,273
XP_011259752.1,XP_011166931.1,0,1746,0,1746
XP_011259752.1,XP_011166932.1,0,1732,0,1732
XP_011259752.1,XP_025985984.1,0,1746,0,1746
XP_011259752.1,XP_025985985.1,0,1746,0,1746
XP_011259754.1,XP_011166931.1,0,1746,0,1746
XP_011259754.1,XP_011166932.1,0,1732,0,1732
XP_011259754.1,XP_025985984.1,0,1746,0,1746
XP_011259754.1,XP_025985985.1,0,1746,0,1746
XP_011259755.1,XP_011166931.1,0,1746,0,1746
XP_011259755.1,XP_011166932.1,0,1732,0,1732
XP_011259755.1,XP_025985984.1,0,1746,0,1746
XP_011259755.1,XP_025985985.1,0,1746,0,1746
XP_011259758.1,XP_011166931.1,0,1731,0,1731
XP_011259758.1,XP_011166932.1,0,1737,0,1737
XP_011259758.1,XP_025985984.1,0,1731,0,1731
XP_011259758.1,XP_025985985.1,0,1731,0,1731
XP_011259759.1,XP_011166929.1,0,503,0,503
XP_011259759.1,XP_011166930.1,0,503,0,503
XP_011259762.1,XP_011167839.1,6.00E-179,501,6.00E-179,501
XP_011259770.1,XP_011166915.1,0,772,0,746
XP_011259776.1,XP_011166916.1,0,721,0,695
XP_011259776.1,XP_011166917.1,0,687,0,661
XP_011259777.1,XP_011166914.1,0,825,0,825
XP_011259779.1,XP_025997072.1,0,2394,0,2321
XP_011259781.1,XP_025997072.1,0,2394,0,2321
XP_011259785.1,XP_025996666.1,0,628,0,628
XP_011259786.1,XP_025996666.1,0,628,0,628
XP_011259787.1,XP_011166007.1,0,2167,0,2199
XP_011259788.1,XP_011166007.1,0,2098,0,2131
XP_011259791.1,XP_025992523.1,0,1233,0,1247
XP_011259791.1,XP_025992524.1,0,1234,0,1252
XP_011259792.1,XP_011166001.2,0,1219,0,1219
XP_011259792.1,XP_011166002.1,0,1218,0,1218
XP_011259792.1,XP_011166003.1,0,1218,0,1218
XP_011259792.1,XP_011166005.1,0,1218,0,1218
XP_011259794.1,XP_025992513.1,6.00E-125,361,4.00E-125,361
XP_011259795.1,XP_011166000.1,0,1212,0,1246
XP_011259797.1,XP_011157250.2,0,1382,0,1382
XP_011259797.1,XP_025992517.1,0,1382,0,1382
XP_011259798.1,XP_011165998.1,7.00E-147,414,8.00E-147,414
XP_011259798.1,XP_011165999.1,7.00E-147,414,8.00E-147,414
XP_011259798.1,XP_025992518.1,7.00E-147,414,8.00E-147,414
XP_011259799.2,XP_011165993.1,0,3054,0,2958
XP_011259799.2,XP_011165994.1,0,2975,0,2908
XP_011259800.1,XP_011165992.1,0,990,0,970
XP_011259801.1,XP_011165992.1,0,990,0,970
XP_011259802.1,XP_011165992.1,0,990,0,970
XP_011259804.2,XP_011165991.1,0,1689,0,1657
XP_011259804.2,XP_025992516.1,0,1675,0,1644
XP_011259805.2,XP_011165991.1,0,1689,0,1657
XP_011259805.2,XP_025992516.1,0,1675,0,1644
XP_011259807.2,XP_025995923.1,0,1284,0,1282
XP_011259808.1,XP_011155688.1,0,1602,0,1602
XP_011259809.1,XP_011164729.1,5.00E-141,396,6.00E-141,396
XP_011259810.1,XP_011169177.1,0,1085,0,1085
XP_011259810.1,XP_011169178.1,0,1085,0,1085
XP_011259810.1,XP_011169180.1,0,1085,0,1085
XP_011259810.1,XP_025994279.1,0,1085,0,1085
XP_011259811.1,XP_011164729.1,2.00E-143,402,2.00E-143,402
XP_011259813.1,XP_011163954.1,2.00E-178,503,3.00E-178,503
XP_011259816.3,XP_011166936.2,0,712,0,712
XP_011259816.3,XP_025985943.1,0,690,0,690
XP_011259824.1,XP_011158122.1,1.00E-75,225,2.00E-75,225
XP_011259829.1,XP_011164111.1,3.00E-151,422,3.00E-151,422
XP_011259830.1,XP_011164096.1,6.00E-46,146,8.00E-46,146
XP_011259831.1,XP_011164097.1,0,796,0,798
XP_011259831.1,XP_011164099.1,0,798,0,800
XP_011259831.1,XP_011164101.1,0,798,0,800
XP_011259831.1,XP_011164102.1,0,798,0,800
XP_011259831.1,XP_011164104.1,0,798,0,800
XP_011259831.1,XP_011164105.1,0,798,0,800
XP_011259831.1,XP_011164106.1,0,798,0,800
XP_011259831.1,XP_025994549.1,0,796,0,798
XP_011259831.1,XP_025994550.1,0,759,0,761
XP_011259831.1,XP_025994551.1,0,798,0,800
XP_011259833.1,XP_025994552.1,1.00E-37,128,8.00E-38,128
XP_011259834.1,XP_025994552.1,3.00E-39,132,2.00E-39,132
XP_011259836.1,XP_025996049.1,2.00E-26,93.6,3.00E-26,93.6
XP_011259837.1,XP_025996049.1,2.00E-26,93.6,3.00E-26,93.6
XP_011259838.1,XP_025996049.1,2.00E-26,93.6,3.00E-26,93.6
XP_011259839.1,XP_025996049.1,2.00E-26,93.6,3.00E-26,93.6
XP_011259841.1,XP_011176122.1,0,654,0,654
XP_011259841.1,XP_025989933.1,0,654,0,654
XP_011259842.1,XP_025996049.1,2.00E-26,93.6,3.00E-26,93.6
XP_011259844.1,XP_011159771.1,0,578,0,595
XP_011259845.2,XP_011159772.1,0,687,0,684
XP_011259845.2,XP_011159773.1,0,687,0,684
XP_011259845.2,XP_011159774.1,0,687,0,684
XP_011259845.2,XP_011159775.1,0,687,0,684
XP_011259847.2,XP_011159776.1,0,1632,0,1632
XP_011259848.2,XP_011159776.1,0,1628,0,1628
XP_011259848.2,XP_011159777.1,0,1631,0,1631
XP_011259849.2,XP_011159778.1,0,1504,0,1504
XP_011259850.1,XP_011159790.1,0,1170,0,1181
XP_011259851.1,XP_011159790.1,0,1170,0,1181
XP_011259852.1,XP_011159790.1,0,1175,0,1184
XP_011259856.1,XP_011159789.1,0,1198,0,1198
XP_011259856.1,XP_025986168.1,0,1202,0,1202
XP_011259857.1,XP_011159789.1,0,1198,0,1198
XP_011259857.1,XP_025986168.1,0,1202,0,1202
XP_011259858.1,XP_011162837.1,3.00E-106,308,2.00E-102,298
XP_011259859.1,XP_011162836.1,7.00E-70,210,8.00E-70,210
XP_011259860.1,XP_011159786.1,0,736,0,726
XP_011259861.1,XP_011159785.1,5.00E-102,297,2.00E-107,311
XP_011259862.1,XP_011159784.1,1.00E-103,298,1.00E-103,298
XP_011259866.1,XP_011159783.1,0,2412,0,2410
XP_011259867.1,XP_011159783.1,0,2412,0,2410
XP_011259868.1,XP_011159780.1,2.00E-179,500,2.00E-179,500
XP_011259869.1,XP_025986292.1,0,545,0,518
XP_011259870.1,XP_011159779.1,0,1259,0,1249
XP_011259871.2,XP_011159794.2,0,641,0,641
XP_011259873.1,XP_011159799.1,1.00E-59,181,1.00E-59,181
XP_011259876.1,XP_025986318.1,0,1328,0,1328
XP_011259877.1,XP_011155982.1,2.00E-108,331,3.00E-106,325
XP_011259879.1,XP_025986250.1,0,1548,0,1548
XP_011259884.1,XP_011172218.1,0,913,0,930
XP_011259884.1,XP_025995105.1,0,913,0,930
XP_011259885.1,XP_011172218.1,0,913,0,930
XP_011259885.1,XP_025995105.1,0,913,0,930
XP_011259887.1,XP_011170839.1,0,656,0,672
XP_011259887.1,XP_011170840.1,0,656,0,672
XP_011259887.1,XP_011170841.1,0,649,0,666
XP_011259888.1,XP_011170839.1,0,650,0,667
XP_011259888.1,XP_011170840.1,0,650,0,667
XP_011259888.1,XP_011170841.1,0,654,0,670
XP_011259889.1,XP_011170842.1,0,573,0,590
XP_011259889.1,XP_011170843.1,0,573,0,590
XP_011259890.1,XP_011170844.1,0,683,0,683
XP_011259890.1,XP_011170846.1,0,683,0,683
XP_011259893.2,XP_011171673.1,9.00E-47,155,5.00E-47,155
XP_011259905.1,XP_011169224.1,0,822,0,822
XP_011259905.1,XP_025989914.1,0,845,0,845
XP_011259905.1,XP_025989915.1,0,840,0,840
XP_011259907.1,XP_011169224.1,0,826,0,826
XP_011259907.1,XP_025989914.1,0,839,0,839
XP_011259907.1,XP_025989915.1,0,843,0,843
XP_011259909.1,XP_025989914.1,0,803,0,803
XP_011259909.1,XP_025989915.1,0,803,0,803
XP_011259910.2,XP_025986145.1,2.00E-160,446,3.00E-160,446
XP_011259915.1,XP_011170097.1,0,1379,0,1379
XP_011259916.1,XP_011169958.1,0,1346,0,1346
XP_011259916.1,XP_011170013.1,0,1301,0,1301
XP_011259917.1,XP_011169958.1,0,1301,0,1301
XP_011259917.1,XP_011170013.1,0,1321,0,1321
XP_011259918.1,XP_011170618.1,4.00E-137,393,4.00E-145,413
XP_011259918.1,XP_011170678.1,4.00E-137,393,4.00E-145,413
XP_011259918.1,XP_011170755.1,4.00E-137,393,4.00E-145,413
XP_011259920.1,XP_011170939.1,0,545,0,545
XP_011259921.1,XP_011170939.1,0,545,0,545
XP_011259923.1,XP_011170540.1,0,1195,0,1221
XP_011259923.1,XP_025986092.1,0,1194,0,1209
XP_011259923.1,XP_025986093.1,0,1194,0,1209
XP_011259923.1,XP_025986094.1,0,1194,0,1209
XP_011259923.1,XP_025986095.1,0,1194,0,1202
XP_011259924.1,XP_011170540.1,0,1195,0,1221
XP_011259924.1,XP_025986092.1,0,1194,0,1209
XP_011259924.1,XP_025986093.1,0,1194,0,1209
XP_011259924.1,XP_025986094.1,0,1194,0,1209
XP_011259924.1,XP_025986095.1,0,1194,0,1202
XP_011259925.2,XP_011169176.1,0,1839,0,1813
XP_011259926.1,XP_011170540.1,0,1195,0,1221
XP_011259926.1,XP_025986092.1,0,1194,0,1209
XP_011259926.1,XP_025986093.1,0,1194,0,1209
XP_011259926.1,XP_025986094.1,0,1194,0,1209
XP_011259926.1,XP_025986095.1,0,1194,0,1202
XP_011259927.1,XP_011170540.1,0,1195,0,1221
XP_011259927.1,XP_025986092.1,0,1194,0,1209
XP_011259927.1,XP_025986093.1,0,1194,0,1209
XP_011259927.1,XP_025986094.1,0,1194,0,1209
XP_011259927.1,XP_025986095.1,0,1194,0,1202
XP_011259928.1,XP_011170540.1,0,1195,0,1221
XP_011259928.1,XP_025986092.1,0,1194,0,1209
XP_011259928.1,XP_025986093.1,0,1194,0,1209
XP_011259928.1,XP_025986094.1,0,1194,0,1209
XP_011259928.1,XP_025986095.1,0,1194,0,1202
XP_011259929.1,XP_011170540.1,0,1195,0,1221
XP_011259929.1,XP_025986092.1,0,1194,0,1209
XP_011259929.1,XP_025986093.1,0,1194,0,1209
XP_011259929.1,XP_025986094.1,0,1194,0,1209
XP_011259929.1,XP_025986095.1,0,1194,0,1202
XP_011259930.1,XP_011170540.1,0,1199,0,1216
XP_011259930.1,XP_025986092.1,0,1200,0,1205
XP_011259930.1,XP_025986093.1,0,1200,0,1205
XP_011259930.1,XP_025986094.1,0,1200,0,1205
XP_011259930.1,XP_025986095.1,0,1196,0,1202
XP_011259931.1,XP_011170540.1,0,1196,0,1212
XP_011259931.1,XP_025986092.1,0,1194,0,1202
XP_011259931.1,XP_025986093.1,0,1194,0,1202
XP_011259931.1,XP_025986094.1,0,1194,0,1202
XP_011259931.1,XP_025986095.1,0,1197,0,1203
XP_011259932.1,XP_011170540.1,0,1196,0,1212
XP_011259932.1,XP_025986092.1,0,1195,0,1201
XP_011259932.1,XP_025986093.1,0,1195,0,1201
