temno,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
TGZ41408.1,XP_011268252.1,0,957,0,955
TGZ41409.1,XP_011268283.2,0,710,0,726
TGZ41410.1,XP_011253135.1,0,826,0,826
TGZ41410.1,XP_025266611.1,0,826,0,826
TGZ41411.1,XP_011267462.1,0,1832,0,1832
TGZ41412.1,XP_011251423.1,0,1034,0,1034
TGZ41413.1,XP_011254124.1,3.00E-119,338,1.00E-119,338
TGZ41793.1,XP_025265927.1,9.00E-54,171,5.00E-54,171
TGZ41796.1,XP_011256463.1,0,848,0,848
TGZ41797.1,XP_011257716.2,0,953,0,931
TGZ41797.1,XP_019883362.2,0,946,0,924
TGZ41800.1,XP_011257718.1,0,1144,0,1155
TGZ41800.1,XP_019883360.1,0,1143,0,1153
TGZ41800.1,XP_019883361.1,0,1143,0,1153
TGZ41801.1,XP_011257717.1,3.00E-55,173,1.00E-55,173
TGZ41803.1,XP_025262514.1,1.00E-97,289,1.00E-97,288
TGZ41803.1,XP_025262522.1,8.00E-98,289,9.00E-98,288
TGZ42171.1,XP_011258409.1,0,1186,0,1184
TGZ42172.1,XP_011256022.1,0,751,0,751
TGZ42174.1,XP_025263822.1,0,640,0,640
TGZ42176.1,XP_011262379.1,0,1026,0,1026
TGZ42176.1,XP_011262380.1,0,1025,0,1025
TGZ42176.1,XP_011262381.1,0,1023,0,1023
TGZ42176.1,XP_011262382.1,0,1030,0,1030
TGZ42176.1,XP_011262383.1,0,1023,0,1023
TGZ42176.1,XP_011262385.1,0,1023,0,1023
TGZ42176.1,XP_025263917.1,0,1026,0,1026
TGZ42176.1,XP_025263918.1,0,1033,0,1033
TGZ42179.1,XP_011260021.1,0,983,0,983
TGZ42179.1,XP_011260022.1,0,983,0,983
TGZ42179.1,XP_025263795.1,0,983,0,983
TGZ42180.1,XP_011260023.1,0,1402,0,1381
TGZ42184.1,XP_025263873.1,0,1155,0,1116
TGZ42184.1,XP_025263874.1,0,1155,0,1116
TGZ42184.1,XP_025263875.1,0,1155,0,1116
TGZ42185.1,XP_025263894.1,0,818,0,714
TGZ42186.1,XP_025263811.1,0,4301,0,4301
TGZ42186.1,XP_025263812.1,0,4301,0,4301
TGZ42187.1,XP_011260017.1,0,820,0,820
TGZ42188.1,XP_025264131.1,7.00E-87,268,3.00E-87,268
TGZ42188.1,XP_025264132.1,7.00E-87,268,3.00E-87,268
TGZ42189.1,XP_025263878.1,0,647,0,624
TGZ42190.1,XP_025270324.1,0,880,0,880
TGZ42191.1,XP_011253342.1,5.00E-64,197,1.00E-72,218
TGZ42192.1,XP_011259995.1,0,1157,0,1157
TGZ42192.1,XP_025263876.1,0,1157,0,1157
TGZ42192.1,XP_025263877.1,0,1151,0,1151
TGZ42193.1,XP_011261654.1,0,1838,0,1838
TGZ42193.1,XP_011261658.1,0,1838,0,1838
TGZ42194.1,XP_025263766.1,0,719,0,736
TGZ42198.1,XP_011264559.1,3.00E-50,156,1.00E-50,156
TGZ42231.1,XP_011264780.1,2.00E-113,327,9.00E-114,327
TGZ42232.1,XP_011268116.1,0,896,0,896
TGZ42233.1,XP_011268112.1,6.00E-110,319,2.00E-110,319
TGZ42233.1,XP_011268113.1,5.00E-110,318,2.00E-110,318
TGZ42246.1,XP_011266739.1,0,940,0,940
TGZ42246.1,XP_011266740.1,0,940,0,940
TGZ42247.1,XP_011266741.1,0,746,0,746
TGZ42249.1,XP_011266716.1,1.00E-175,487,4.00E-176,487
TGZ42251.1,XP_025265880.1,0,1584,0,1590
TGZ42251.1,XP_025265881.1,0,1538,0,1545
TGZ42251.1,XP_025265882.1,0,1509,0,1518
TGZ42252.1,XP_011266723.1,0,1933,0,1931
TGZ42252.1,XP_011266725.1,0,1927,0,1925
TGZ42252.1,XP_011266727.1,0,1904,0,1902
TGZ42252.1,XP_011266728.1,0,1934,0,1930
TGZ42252.1,XP_011266729.1,0,1934,0,1930
TGZ42252.1,XP_025265812.1,0,1933,0,1931
TGZ42253.1,XP_011266743.1,2.00E-69,206,1.00E-69,206
TGZ42255.1,XP_019885050.2,2.00E-87,261,1.00E-87,261
TGZ42255.1,XP_019885051.2,2.00E-87,261,1.00E-87,261
TGZ42256.1,XP_011266748.1,0,706,0,672
TGZ42257.1,XP_025265810.1,0,615,0,615
TGZ42257.1,XP_025265811.1,0,615,0,615
TGZ42259.1,XP_011266747.2,0,1241,0,1241
TGZ42260.1,XP_011266745.1,0,1085,0,1085
TGZ42260.1,XP_011266746.2,0,1115,0,1099
TGZ42260.1,XP_019885049.1,0,1085,0,1085
TGZ42269.1,XP_011266719.1,3.00E-132,379,1.00E-132,379
TGZ42269.1,XP_011266720.1,3.00E-132,379,1.00E-132,379
TGZ42269.1,XP_025265873.1,3.00E-132,379,1.00E-132,379
TGZ42270.1,XP_019885052.2,0,672,0,692
TGZ42271.1,XP_025265921.1,0,681,0,681
TGZ42271.1,XP_025265922.1,0,681,0,681
TGZ42271.1,XP_025265923.1,0,681,0,681
TGZ42271.1,XP_025265924.1,0,681,0,681
TGZ42272.1,XP_011266717.1,0,1781,0,1795
TGZ42708.1,XP_025270045.1,0,1130,0,1122
TGZ42708.1,XP_025270046.1,0,1130,0,1122
TGZ42708.1,XP_025270047.1,0,1130,0,1122
TGZ42708.1,XP_025270048.1,0,1130,0,1122
TGZ42708.1,XP_025270049.1,0,1130,0,1122
TGZ42708.1,XP_025270054.1,0,1130,0,1123
TGZ42710.1,XP_019883156.1,2.00E-13,68.2,4.00E-11,60.8
TGZ42711.1,XP_011254216.1,0,1115,0,1115
TGZ42711.1,XP_011254218.1,0,1115,0,1115
TGZ42711.1,XP_019882732.1,0,1115,0,1115
TGZ42711.1,XP_025270055.1,0,1115,0,1115
TGZ42713.1,XP_011254209.2,0,579,0,575
TGZ42713.1,XP_011254210.2,0,579,0,575
TGZ42715.1,XP_025266552.1,0,2718,0,2795
TGZ42715.1,XP_025266553.1,0,2718,0,2795
TGZ42715.1,XP_025266558.1,0,2716,0,2795
TGZ42715.1,XP_025266561.1,0,2723,0,2801
TGZ42716.1,XP_011262901.2,0,1170,0,1247
TGZ42718.1,XP_025270095.1,9.00E-94,278,6.00E-89,265
TGZ42719.1,XP_011267646.1,0,1732,0,1732
TGZ42720.1,XP_011262984.1,0,687,0,702
TGZ42721.1,XP_011268220.1,0,1112,0,1112
TGZ42721.1,XP_011268229.1,0,1096,0,1096
TGZ42723.1,XP_011267649.1,0,1761,0,1758
TGZ42723.1,XP_019885228.1,0,1753,0,1748
TGZ42724.1,XP_011268208.2,0,592,0,592
TGZ42724.1,XP_019885376.2,0,614,0,614
TGZ42725.1,XP_019885223.1,2.00E-53,164,9.00E-54,164
TGZ42726.1,XP_011267644.1,4.00E-115,327,2.00E-115,327
TGZ42726.1,XP_011267645.1,4.00E-115,327,2.00E-115,327
TGZ42726.1,XP_025270121.1,4.00E-115,327,2.00E-115,327
TGZ42728.1,XP_011262985.2,0,875,0,875
TGZ42729.1,XP_011262986.1,0,3604,0,3603
TGZ42729.1,XP_011262987.1,0,3598,0,3597
TGZ42729.1,XP_011262988.1,0,3611,0,3609
TGZ42729.1,XP_011262989.1,0,3606,0,3606
TGZ42729.1,XP_011262990.1,0,3619,0,3619
TGZ43147.1,XP_011253588.1,2.00E-88,258,8.00E-89,258
TGZ43148.1,XP_011258503.1,0,518,0,518
TGZ43148.1,XP_011258504.1,0,518,0,518
TGZ43148.1,XP_011258505.1,0,518,0,518
TGZ43148.1,XP_011258506.1,0,518,0,518
TGZ43148.1,XP_011258507.1,0,518,0,518
TGZ43148.1,XP_025270974.1,0,518,0,518
TGZ43149.1,XP_011253583.2,0,1707,0,1684
TGZ43149.1,XP_019882620.2,0,1707,0,1684
TGZ43149.1,XP_025263057.1,0,1707,0,1684
TGZ43149.1,XP_025263065.1,0,1706,0,1683
TGZ43149.1,XP_025263069.1,0,1706,0,1683
TGZ43151.1,XP_011259403.1,0,1829,0,1854
TGZ43151.1,XP_011259405.1,0,1829,0,1854
TGZ43154.1,XP_011259390.1,0,833,0,833
TGZ43154.1,XP_011259391.1,0,806,0,806
TGZ43155.1,XP_025266826.1,0,5957,0,5990
TGZ43157.1,XP_025266881.1,2.00E-94,283,2.00E-92,278
TGZ43158.1,XP_011259373.1,0,1445,0,1446
TGZ43158.1,XP_011259374.1,0,1402,0,1405
TGZ43160.1,XP_011260640.1,0,956,0,941
TGZ43160.1,XP_011260641.1,0,956,0,941
TGZ43160.1,XP_025268361.1,0,936,0,921
TGZ43164.1,XP_011264657.1,0,1133,0,1152
TGZ43164.1,XP_011264658.1,0,1130,0,1149
TGZ43164.1,XP_011264661.1,0,1110,0,1128
TGZ43166.1,XP_011251018.1,0,2720,0,2696
TGZ43166.1,XP_025262038.1,0,2686,0,2661
TGZ43167.1,XP_011263921.2,6.00E-116,330,3.00E-116,330
TGZ43167.1,XP_025269294.1,6.00E-116,330,3.00E-116,330
TGZ43168.1,XP_011251022.1,1.00E-144,408,5.00E-145,408
TGZ43171.1,XP_011251028.1,0,845,0,845
TGZ43172.1,XP_011251024.1,0,1880,0,1880
TGZ43172.1,XP_011251025.1,0,1880,0,1880
TGZ43172.1,XP_011251026.1,0,1873,0,1873
TGZ43172.1,XP_011251027.1,0,1850,0,1850
TGZ43175.1,XP_011268465.1,3.00E-146,416,1.00E-146,416
TGZ43175.1,XP_011268466.1,2.00E-146,414,7.00E-147,414
TGZ43177.1,XP_011268463.1,4.00E-156,438,1.00E-156,438
TGZ43178.1,XP_011261450.1,3.00E-170,473,1.00E-170,473
TGZ43178.1,XP_011264641.1,2.00E-177,491,8.00E-178,491
TGZ43180.1,XP_011268462.1,0,1434,0,1498
TGZ43181.1,XP_019884682.1,2.00E-130,367,9.00E-131,367
TGZ43183.1,XP_011264644.1,2.00E-62,189,7.00E-63,189
TGZ43185.1,XP_011251030.1,5.00E-152,430,6.00E-153,432
TGZ43764.1,XP_011254611.1,0,1075,0,1026
TGZ43767.1,XP_011259792.1,0,1221,0,1221
TGZ43769.1,XP_011259795.1,0,1233,0,1219
TGZ43771.1,XP_011269905.1,0,1243,0,1235
TGZ43771.1,XP_011269907.1,0,1202,0,1211
TGZ43771.1,XP_025267196.1,0,1243,0,1235
TGZ43771.1,XP_025267197.1,0,1243,0,1235
TGZ43773.1,XP_025267238.1,9.00E-62,192,4.00E-62,192
TGZ43774.1,XP_011259787.1,0,2227,0,2230
TGZ43774.1,XP_011259788.1,0,2155,0,2160
TGZ43775.1,XP_011254566.1,0,1284,0,1320
TGZ43775.1,XP_011254568.1,0,1280,0,1316
TGZ43776.1,XP_011266860.1,0,1150,0,1150
TGZ43776.1,XP_025266959.1,0,1149,0,1149
TGZ43777.1,XP_011257094.1,1.00E-39,133,5.00E-40,133
TGZ43778.1,XP_025267292.1,0,1612,0,1613
TGZ43779.1,XP_011266861.1,0,1431,0,1423
TGZ43779.1,XP_011266863.1,0,1431,0,1423
TGZ43779.1,XP_025266964.1,0,1431,0,1423
TGZ43779.1,XP_025266965.1,0,1432,0,1424
TGZ43779.1,XP_025266967.1,0,1431,0,1423
TGZ43780.1,XP_011257086.2,0,2473,0,2425
TGZ43780.1,XP_011257088.2,0,2466,0,2419
TGZ43780.1,XP_011257089.2,0,2480,0,2432
TGZ43780.1,XP_011257091.2,0,2417,0,2365
TGZ43780.1,XP_025267264.1,0,2472,0,2425
TGZ43781.1,XP_019883269.1,3.00E-26,93.6,1.00E-26,93.6
TGZ43782.1,XP_025267275.1,1.00E-94,276,6.00E-95,276
TGZ43783.1,XP_025267335.1,9.00E-169,486,6.00E-167,480
TGZ43784.1,XP_011269916.1,0,1058,0,1070
TGZ43784.1,XP_011269918.1,0,1058,0,1070
TGZ43785.1,XP_011269923.1,0,961,0,961
TGZ43785.1,XP_025267167.1,0,961,0,961
TGZ43788.1,XP_011269915.1,1.00E-129,368,3.00E-130,368
TGZ43790.1,XP_025267181.1,2.00E-63,196,8.00E-64,196
TGZ43791.1,XP_011269908.3,0,1990,0,1998
TGZ43791.1,XP_025267178.1,0,1990,0,1998
TGZ43791.1,XP_025267179.1,0,1984,0,1992
TGZ43791.1,XP_025267180.1,0,1972,0,1980
TGZ43792.1,XP_011269911.2,0,1085,0,1079
TGZ43795.1,XP_011259797.1,0,1439,0,1439
TGZ43797.1,XP_011259799.2,0,2926,0,3059
TGZ43798.1,XP_011259798.1,4.00E-142,401,2.00E-142,401
TGZ43799.1,XP_011259804.2,0,1662,0,1706
TGZ43799.1,XP_011259805.2,0,1662,0,1706
TGZ43800.1,XP_011259800.1,0,932,0,952
TGZ43800.1,XP_011259801.1,0,932,0,952
TGZ43800.1,XP_011259802.1,0,932,0,952
TGZ43801.1,XP_019882814.2,0,545,0,583
TGZ43801.1,XP_025267331.1,0,545,0,583
TGZ43801.1,XP_025267332.1,0,545,0,583
TGZ43802.1,XP_011254571.1,0,842,0,842
TGZ43805.1,XP_011259808.1,0,1619,0,1640
TGZ43806.1,XP_011259807.2,0,1284,0,1299
TGZ43808.1,XP_011265570.1,0,1214,0,1201
TGZ43811.1,XP_011265565.1,0,843,0,853
TGZ43813.1,XP_011253078.2,0,639,0,639
TGZ43815.1,XP_011256652.1,0,824,0,824
TGZ43816.1,XP_011253089.1,0,788,0,788
TGZ43817.1,XP_025265384.1,0,1170,0,1177
TGZ43817.1,XP_025265385.1,0,1170,0,1179
TGZ43818.1,XP_011265572.1,0,1100,0,1069
TGZ43826.1,XP_011256650.2,0,1986,0,1996
TGZ43827.1,XP_011269012.1,0,518,7.00E-180,504
TGZ43827.1,XP_019885504.1,0,517,1.00E-179,504
TGZ43827.1,XP_019885505.1,0,518,7.00E-180,504
TGZ43828.1,XP_011269011.1,0,2272,0,2254
TGZ43829.1,XP_011269037.1,0,977,0,982
TGZ43829.1,XP_011269038.1,0,996,0,1001
TGZ43833.1,XP_025270308.1,7.00E-121,353,4.00E-121,353
TGZ44640.1,XP_025263067.1,1.00E-89,276,5.00E-90,276
TGZ44651.1,XP_025267485.1,1.00E-33,117,7.00E-34,117
TGZ44697.1,XP_011264628.2,2.00E-164,472,1.00E-164,472
TGZ44697.1,XP_025262524.1,4.00E-172,492,3.00E-172,492
TGZ44697.1,XP_025262525.1,2.00E-171,490,1.00E-171,490
TGZ44697.1,XP_025262526.1,8.00E-173,494,5.00E-173,494
TGZ44697.1,XP_025262527.1,5.00E-171,489,4.00E-171,489
TGZ44697.1,XP_025262587.1,2.00E-168,483,1.00E-168,483
TGZ44697.1,XP_025262593.1,2.00E-168,483,1.00E-168,483
TGZ44697.1,XP_025262851.1,3.00E-168,482,2.00E-168,482
TGZ44697.1,XP_025262856.1,2.00E-168,482,1.00E-168,482
TGZ44697.1,XP_025262863.1,1.00E-170,488,9.00E-171,488
TGZ44701.1,XP_011258790.1,0,589,0,584
TGZ44705.1,XP_011268204.1,0,598,0,598
TGZ44709.1,XP_011268193.1,0,2598,0,2579
TGZ44712.1,XP_011268177.1,0,919,0,919
TGZ44712.1,XP_011268178.1,0,919,0,919
TGZ44712.1,XP_011268179.1,0,919,0,919
TGZ44714.1,XP_011268191.1,0,1070,0,1085
TGZ44715.1,XP_011268185.1,0,1289,0,1273
TGZ44715.1,XP_011268186.1,0,1289,0,1273
TGZ44715.1,XP_011268187.1,0,1289,0,1273
TGZ44715.1,XP_011268188.1,0,1289,0,1273
TGZ44715.1,XP_011268189.1,0,1289,0,1273
TGZ44715.1,XP_025269315.1,0,1289,0,1273
TGZ44715.1,XP_025269316.1,0,1289,0,1273
TGZ44716.1,XP_011268184.1,4.00E-47,148,2.00E-47,148
TGZ44719.1,XP_011268206.1,0,1081,0,1064
TGZ44720.1,XP_019885343.1,0,711,0,700
TGZ44721.1,XP_011268192.1,4.00E-128,373,3.00E-128,372
TGZ44722.1,XP_011268183.1,7.00E-158,453,6.00E-158,453
TGZ44729.1,XP_011257959.1,0,772,0,772
TGZ44730.1,XP_025268241.1,0,1934,0,1940
TGZ44730.1,XP_025268242.1,0,1934,0,1940
TGZ44730.1,XP_025268243.1,0,1935,0,1941
TGZ44732.1,XP_025268249.1,1.00E-63,196,7.00E-64,196
TGZ44733.1,XP_011257696.3,0,1429,0,1429
TGZ44736.1,XP_011254515.1,0,1458,0,1484
TGZ44736.1,XP_011254524.1,0,1458,0,1481
TGZ44736.1,XP_011254532.1,0,1458,0,1481
TGZ44736.1,XP_011254540.1,0,1458,0,1481
TGZ44736.1,XP_011254549.1,0,1458,0,1481
TGZ44738.1,XP_025268288.1,0,746,0,746
TGZ44738.1,XP_025268289.1,0,744,0,744
TGZ44739.1,XP_011254573.2,0,2132,0,2101
TGZ44739.1,XP_019882796.2,0,2128,0,2097
TGZ44742.1,XP_011264431.1,0,1010,0,1011
TGZ44743.1,XP_011267740.1,0,1036,0,1041
TGZ44743.1,XP_011267741.1,0,1036,0,1041
TGZ44743.1,XP_011267742.1,0,1036,0,1041
TGZ44743.1,XP_011267743.1,0,1039,0,1039
TGZ44752.1,XP_025265808.1,2.00E-23,95.5,1.00E-27,105
TGZ44753.1,XP_011262401.1,2.00E-107,312,7.00E-108,312
TGZ44754.1,XP_025267903.1,6.00E-120,349,3.00E-120,350
TGZ45602.1,XP_011259625.1,0,964,0,964
TGZ45602.1,XP_011259626.1,0,964,0,964
TGZ45602.1,XP_011259627.1,0,964,0,964
TGZ45602.1,XP_011259628.1,0,964,0,964
TGZ45603.1,XP_011259631.1,3.00E-158,444,1.00E-158,444
TGZ45604.1,XP_011259634.1,4.00E-106,312,4.00E-117,339
TGZ45605.1,XP_011259637.1,0,709,0,631
TGZ45606.1,XP_011259632.1,7.00E-120,343,1.00E-131,372
TGZ45607.1,XP_011259635.1,0,1266,0,1266
TGZ45608.1,XP_011259639.1,9.00E-127,362,4.00E-127,362
TGZ45609.1,XP_011259638.1,0,525,0,525
TGZ45610.1,XP_011250465.1,0,555,0,555
TGZ45612.1,XP_025268856.1,1.00E-114,329,7.00E-115,329
TGZ45612.1,XP_025268857.1,6.00E-121,343,2.00E-121,343
TGZ45613.1,XP_011250458.1,0,3685,0,3681
TGZ45613.1,XP_011250459.1,0,3672,0,3667
TGZ45613.1,XP_025268858.1,0,3687,0,3687
TGZ45615.1,XP_011259667.1,0,744,0,743
TGZ45615.1,XP_011259669.1,0,744,0,743
TGZ45617.1,XP_011259664.1,0,9188,0,9151
TGZ45617.1,XP_025268841.1,0,9188,0,9151
TGZ45619.1,XP_011260560.2,0,791,0,791
TGZ45619.1,XP_011260561.2,0,798,0,798
TGZ45620.1,XP_025268896.1,0,556,0,556
TGZ45621.1,XP_025268744.1,9.00E-101,293,3.00E-110,317
TGZ45621.1,XP_025268746.1,9.00E-101,293,3.00E-110,317
TGZ45624.1,XP_011260555.1,0,1753,0,1753
TGZ45624.1,XP_025268774.1,0,1667,0,1667
TGZ45625.1,XP_011259643.1,0,682,0,692
TGZ45626.1,XP_011259644.1,0,2840,0,2840
TGZ45627.1,XP_011259645.1,0,1306,0,1321
TGZ45628.1,XP_011259640.1,0,825,0,829
TGZ45629.1,XP_011259647.1,5.00E-69,207,2.00E-69,207
TGZ45630.1,XP_019883698.2,0,1008,0,978
TGZ45630.1,XP_025268786.1,0,1008,0,978
TGZ45630.1,XP_025268787.1,0,1008,0,978
TGZ45630.1,XP_025268788.1,0,1008,0,978
TGZ45630.1,XP_025268789.1,0,1008,0,978
TGZ45630.1,XP_025268791.1,0,1008,0,978
TGZ45630.1,XP_025268792.1,0,1008,0,978
TGZ45630.1,XP_025268793.1,0,1008,0,978
TGZ45630.1,XP_025268794.1,0,1008,0,978
TGZ45630.1,XP_025268795.1,0,1017,0,989
TGZ45630.1,XP_025268796.1,0,975,0,945
TGZ45630.1,XP_025268797.1,0,975,0,946
TGZ45631.1,XP_011259651.1,0,4336,0,4365
TGZ45631.1,XP_019883697.1,0,4328,0,4353
TGZ45631.1,XP_025268798.1,0,4326,0,4355
TGZ45631.1,XP_025268799.1,0,4318,0,4343
TGZ45631.1,XP_025268800.1,0,4313,0,4341
TGZ45631.1,XP_025268801.1,0,4308,0,4333
TGZ45631.1,XP_025268802.1,0,4298,0,4326
TGZ45631.1,XP_025268803.1,0,4322,0,4347
TGZ45631.1,XP_025268804.1,0,4318,0,4345
TGZ45632.1,XP_011259648.1,0,1068,0,1067
TGZ45633.1,XP_011259661.2,0,1544,0,1544
TGZ45634.1,XP_011259662.1,5.00E-102,293,3.00E-102,293
TGZ45635.1,XP_011260534.1,0,1584,0,1605
TGZ45637.1,XP_011260537.1,1.00E-109,314,5.00E-110,314
TGZ45639.1,XP_011260544.1,0,579,0,579
TGZ45640.1,XP_025268761.1,4.00E-75,228,1.00E-75,228
TGZ45640.1,XP_025268762.1,3.00E-75,228,1.00E-75,228
TGZ45641.1,XP_011260535.1,0,1082,0,1081
TGZ45642.1,XP_011260554.1,0,1838,0,1829
TGZ45643.1,XP_025268822.1,0,1790,0,1790
TGZ45643.1,XP_025268823.1,0,1779,0,1779
TGZ45643.1,XP_025268824.1,0,1803,0,1803
TGZ45644.1,XP_011260551.1,0,1008,0,997
TGZ45644.1,XP_011260552.1,0,1017,0,1008
TGZ45645.1,XP_011260545.1,0,1541,0,1544
TGZ45645.1,XP_011260546.1,0,1541,0,1544
TGZ45645.1,XP_011260547.1,0,1541,0,1544
TGZ45645.1,XP_011260548.1,0,1541,0,1544
TGZ45645.1,XP_011260549.1,0,1487,0,1530
TGZ45645.1,XP_011260550.1,0,1477,0,1478
TGZ45649.1,XP_025263525.1,2.00E-52,169,4.00E-53,169
TGZ45658.1,XP_011251442.1,0,1019,0,1019
TGZ45660.1,XP_025267276.1,5.00E-81,253,4.00E-72,229
TGZ45661.1,XP_011259779.1,0,798,0,825
TGZ45661.1,XP_011259781.1,0,798,0,825
TGZ45661.1,XP_025266974.1,0,798,0,825
TGZ45661.1,XP_025266975.1,0,798,0,825
TGZ45662.1,XP_011269894.1,0,994,0,954
TGZ45662.1,XP_011269895.1,0,982,0,942
TGZ45668.1,XP_011259707.1,1.00E-105,303,5.00E-106,303
TGZ45669.1,XP_011252031.2,0,1454,0,1454
TGZ45670.1,XP_011252065.1,9.00E-32,111,5.00E-32,111
TGZ45672.1,XP_011252111.1,5.00E-143,404,3.00E-125,358
TGZ45672.1,XP_011252120.1,5.00E-143,404,3.00E-125,358
TGZ45673.1,XP_025271351.1,1.00E-48,159,2.00E-54,172
TGZ45673.1,XP_025271353.1,1.00E-48,159,2.00E-54,172
TGZ45673.1,XP_025271354.1,1.00E-48,159,2.00E-54,172
TGZ45674.1,XP_025271369.1,0,837,0,850
TGZ45674.1,XP_025271370.1,0,837,0,850
TGZ45675.1,XP_011253955.1,0,644,0,639
TGZ45676.1,XP_011251371.1,0,609,0,609
TGZ45677.1,XP_011266605.1,2.00E-150,426,8.00E-151,426
TGZ45678.1,XP_025262378.1,0,5322,0,5229
TGZ45680.1,XP_011266606.1,5.00E-65,195,2.00E-65,195
TGZ45681.1,XP_011254881.1,0,1256,0,1218
TGZ45682.1,XP_011254880.1,0,656,0,673
TGZ45683.1,XP_025262192.1,0,716,0,716
TGZ45683.1,XP_025263422.1,0,706,0,706
TGZ45683.1,XP_025263425.1,0,693,0,693
TGZ45683.1,XP_025263426.1,0,693,0,693
TGZ45683.1,XP_025263427.1,0,693,0,693
TGZ45683.1,XP_025263440.1,0,687,0,687
TGZ45683.1,XP_025263441.1,0,687,0,687
TGZ45683.1,XP_025263442.1,0,687,0,687
TGZ45683.1,XP_025266355.1,0,719,0,719
TGZ45683.1,XP_025266359.1,0,688,0,688
TGZ45683.1,XP_025269276.1,0,704,0,704
TGZ45683.1,XP_025269348.1,0,709,0,709
TGZ45684.1,XP_011260705.2,4.00E-173,499,2.00E-173,499
TGZ45684.1,XP_019883890.2,4.00E-173,499,2.00E-173,499
TGZ45684.1,XP_019883891.2,4.00E-173,499,2.00E-173,499
TGZ45684.1,XP_019883892.2,4.00E-173,499,2.00E-173,499
TGZ45686.1,XP_011253952.1,3.00E-133,382,3.00E-146,414
TGZ45686.1,XP_011253953.1,2.00E-133,382,3.00E-146,414
TGZ45686.1,XP_011253954.1,9.00E-133,380,6.00E-146,413
TGZ45686.1,XP_019882676.1,1.00E-133,383,1.00E-146,415
TGZ45687.1,XP_011253956.1,1.00E-107,319,4.00E-108,319
TGZ45687.1,XP_011253957.1,3.00E-110,324,1.00E-110,324
TGZ45687.1,XP_011253958.1,3.00E-110,324,1.00E-110,324
TGZ45687.1,XP_025271350.1,1.00E-107,319,5.00E-108,319
TGZ45694.1,XP_025263015.1,1.00E-23,91.3,5.00E-24,91.3
TGZ45694.1,XP_025265101.1,8.00E-22,87,5.00E-22,87
TGZ45701.1,XP_025267920.1,1.00E-173,491,7.00E-173,489
TGZ45704.1,XP_011268515.1,0,936,0,912
TGZ45705.1,XP_011268518.1,8.00E-54,167,5.00E-54,167
TGZ45708.1,XP_025267909.1,0,2633,0,2633
TGZ45708.1,XP_025267910.1,0,2633,0,2633
TGZ45708.1,XP_025267912.1,0,2633,0,2633
TGZ45708.1,XP_025267913.1,0,2633,0,2633
TGZ45708.1,XP_025267914.1,0,2633,0,2633
TGZ45708.1,XP_025267915.1,0,2625,0,2625
TGZ45708.1,XP_025267916.1,0,2615,0,2615
TGZ45708.1,XP_025267917.1,0,2615,0,2615
TGZ45708.1,XP_025267918.1,0,2553,0,2553
TGZ45711.1,XP_025267906.1,4.00E-11,58.5,2.00E-11,58.2
TGZ45712.1,XP_019885007.2,0,7330,0,7301
TGZ45716.1,XP_011268507.1,0,763,0,764
TGZ45719.1,XP_025267901.1,0,692,0,692
TGZ45720.1,XP_011268508.1,0,777,0,777
TGZ45720.1,XP_025267943.1,0,777,0,777
TGZ45722.1,XP_025267907.1,0,1121,0,1122
TGZ45724.1,XP_011268510.1,0,655,0,660
TGZ45725.1,XP_011268527.1,0,867,0,867
TGZ45727.1,XP_011268523.1,0,543,0,543
TGZ45727.1,XP_025267930.1,0,543,0,543
TGZ45727.1,XP_025267931.1,0,543,0,543
TGZ45730.1,XP_011268521.1,0,1358,0,1358
TGZ45731.1,XP_025267946.1,7.00E-21,83.2,8.00E-27,97.4
TGZ45735.1,XP_011253519.1,3.00E-137,388,9.00E-138,388
TGZ45735.1,XP_011256677.1,2.00E-132,375,6.00E-133,375
TGZ45737.1,XP_011254590.1,0,516,3.00E-180,501
TGZ45737.1,XP_011254591.1,0,516,3.00E-180,501
TGZ45737.1,XP_011254592.1,0,516,3.00E-180,501
TGZ45738.1,XP_011268531.2,0,1630,0,1594
TGZ45740.1,XP_011268528.1,0,870,0,870
TGZ45741.1,XP_011253728.3,0,996,0,995
TGZ45742.1,XP_011253717.1,3.00E-108,318,6.00E-109,318
TGZ45743.1,XP_025267942.1,0,920,0,928
TGZ45744.1,XP_011266504.1,3.00E-119,338,1.00E-119,338
TGZ45749.1,XP_011268501.1,1.00E-132,385,2.00E-131,380
TGZ45750.1,XP_025267921.1,1.00E-132,375,7.00E-133,375
TGZ45753.1,XP_025270112.1,3.00E-164,479,6.00E-167,485
TGZ45754.1,XP_025270203.1,1.00E-107,319,3.00E-111,327
TGZ45754.1,XP_025270204.1,1.00E-107,319,3.00E-111,327
TGZ45755.1,XP_011263044.1,0,558,0,572
TGZ45756.1,XP_011263045.1,5.00E-96,281,2.00E-96,281
TGZ45757.1,XP_011263043.1,0,765,0,769
TGZ45758.1,XP_011263046.1,0,780,0,764
TGZ45759.1,XP_025270044.1,7.00E-62,197,2.00E-62,197
TGZ45764.1,XP_025270039.1,0,1222,0,1222
TGZ45764.1,XP_025270040.1,0,1222,0,1222
TGZ45764.1,XP_025270041.1,0,1221,0,1221
TGZ45764.1,XP_025270042.1,0,1221,0,1221
TGZ45764.1,XP_025270043.1,0,1221,0,1221
