cflo,clonal ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011253139.1,XP_019886848.1,0,1207,0,1187
XP_011253139.1,XP_026829015.1,0,1207,0,1187
XP_011253140.1,XP_011329389.1,2.00E-177,506,2.00E-179,511
XP_011253144.1,XP_011347094.2,0,4177,0,4175
XP_011253144.1,XP_011347104.2,0,4159,0,4157
XP_011253144.1,XP_011347113.2,0,4142,0,4139
XP_011253146.1,XP_011347094.2,0,4159,0,4157
XP_011253146.1,XP_011347104.2,0,4167,0,4164
XP_011253146.1,XP_011347113.2,0,4124,0,4122
XP_011253147.1,XP_011347135.1,0,1017,0,1017
XP_011253149.1,XP_011347081.1,9.00E-120,352,7.00E-118,347
XP_011253151.1,XP_011335800.1,0,708,0,708
XP_011253152.1,XP_011347023.1,0,1042,0,1036
XP_011253153.2,XP_011347055.1,0,961,0,961
XP_011253154.2,XP_011347055.1,0,951,0,951
XP_011253155.1,XP_011347034.1,1.00E-137,388,1.00E-137,388
XP_011253156.1,XP_011346939.1,0,919,0,941
XP_011253156.1,XP_011346944.1,0,900,0,921
XP_011253157.1,XP_011346951.1,0,887,0,908
XP_011253160.1,XP_026825196.1,0,604,0,565
XP_011253161.1,XP_026825196.1,0,604,0,565
XP_011253162.1,XP_011346869.3,0,865,0,857
XP_011253164.1,XP_011346892.1,0,781,0,781
XP_011253164.1,XP_011346897.1,0,801,0,801
XP_011253173.1,XP_011335799.2,0,736,0,736
XP_011253173.1,XP_026829019.1,0,736,0,736
XP_011253174.1,XP_011346818.1,4.00E-94,277,5.00E-94,277
XP_011253174.1,XP_019889023.1,4.00E-94,277,5.00E-94,277
XP_011253175.1,XP_011346818.1,4.00E-94,277,5.00E-94,277
XP_011253175.1,XP_019889023.1,4.00E-94,277,5.00E-94,277
XP_011253176.1,XP_011346788.1,0,3051,0,3090
XP_011253176.1,XP_011346797.1,0,2969,0,3003
XP_011253177.1,XP_011346788.1,0,2969,0,3002
XP_011253177.1,XP_011346797.1,0,2989,0,3021
XP_011253178.1,XP_011346757.1,4.00E-129,365,4.00E-129,365
XP_011253178.1,XP_011346773.1,4.00E-129,365,4.00E-129,365
XP_011253179.1,XP_011346757.1,4.00E-129,365,4.00E-129,365
XP_011253179.1,XP_011346773.1,4.00E-129,365,4.00E-129,365
XP_011253182.1,XP_011335799.2,0,736,0,736
XP_011253182.1,XP_026829019.1,0,736,0,736
XP_011253184.1,XP_026824656.1,0,1059,0,1059
XP_011253185.1,XP_011347184.1,0,1228,0,1226
XP_011253186.1,XP_011347244.1,3.00E-116,340,3.00E-128,371
XP_011253187.1,XP_011347204.1,0,939,0,930
XP_011253187.1,XP_011347212.1,0,936,0,929
XP_011253187.1,XP_011347222.1,0,936,0,929
XP_011253188.1,XP_011347204.1,0,936,0,930
XP_011253188.1,XP_011347212.1,0,936,0,929
XP_011253188.1,XP_011347222.1,0,936,0,929
XP_011253189.1,XP_011347204.1,0,936,0,930
XP_011253189.1,XP_011347212.1,0,936,0,929
XP_011253189.1,XP_011347222.1,0,936,0,929
XP_011253190.1,XP_011347204.1,0,936,0,930
XP_011253190.1,XP_011347212.1,0,936,0,929
XP_011253190.1,XP_011347222.1,0,936,0,929
XP_011253191.1,XP_011335799.2,0,700,0,700
XP_011253191.1,XP_026829019.1,0,700,0,700
XP_011253192.1,XP_011347257.2,0,974,0,949
XP_011253192.1,XP_011347263.2,0,974,0,949
XP_011253192.1,XP_011347272.2,0,974,0,949
XP_011253193.1,XP_011347284.2,0,1046,0,1046
XP_011253194.1,XP_011336642.1,0,1994,0,1956
XP_011253194.1,XP_011336649.1,0,1919,0,1891
XP_011253195.1,XP_011336624.1,0,2380,0,2400
XP_011253195.1,XP_026824606.1,0,2380,0,2400
XP_011253195.1,XP_026824607.1,0,2380,0,2400
XP_011253195.1,XP_026824608.1,0,2373,0,2392
XP_011253200.1,XP_011335799.2,0,700,0,700
XP_011253200.1,XP_026829019.1,0,700,0,700
XP_011253203.1,XP_026827599.1,6.00E-68,209,2.00E-74,226
XP_011253208.1,XP_011339031.1,0,634,0,655
XP_011253217.1,XP_011332701.1,0,793,0,802
XP_011253217.1,XP_011332702.1,0,783,0,791
XP_011253217.1,XP_011332704.1,0,765,0,775
XP_011253217.1,XP_011332705.1,0,754,0,763
XP_011253218.1,XP_011332704.1,0,773,0,765
XP_011253218.1,XP_011332705.1,0,763,0,754
XP_011253224.1,XP_011340514.2,4.00E-60,183,4.00E-57,176
XP_011253225.1,XP_011332712.1,9.00E-142,399,9.00E-142,399
XP_011253225.1,XP_011332713.1,3.00E-139,392,3.00E-139,392
XP_011253226.1,XP_011332712.1,3.00E-139,392,3.00E-139,392
XP_011253226.1,XP_011332713.1,4.00E-141,397,4.00E-141,397
XP_011253227.1,XP_026824514.1,0,2254,0,2254
XP_011253229.2,XP_011336256.1,0,4783,0,4781
XP_011253229.2,XP_026824511.1,0,4765,0,4763
XP_011253230.2,XP_011336256.1,0,4783,0,4781
XP_011253230.2,XP_026824511.1,0,4765,0,4763
XP_011253232.2,XP_011336256.1,0,4768,0,4767
XP_011253232.2,XP_026824511.1,0,4774,0,4773
XP_011253233.2,XP_026824512.1,0,4395,0,4395
XP_011253233.2,XP_026824513.1,0,4382,0,4381
XP_011253234.2,XP_026824512.1,0,4382,0,4382
XP_011253234.2,XP_026824513.1,0,4389,0,4389
XP_011253235.2,XP_011336263.1,0,1665,0,1665
XP_011253235.2,XP_011336264.1,0,1665,0,1665
XP_011253236.1,XP_011336262.1,0,1797,0,1786
XP_011253237.1,XP_019889476.1,2.00E-74,231,3.00E-74,231
XP_011253237.1,XP_026825164.1,2.00E-74,231,3.00E-74,231
XP_011253238.1,XP_011336263.1,0,1665,0,1665
XP_011253238.1,XP_011336264.1,0,1665,0,1665
XP_011253239.1,XP_011336270.2,0,886,0,877
XP_011253240.2,XP_011333750.1,0,1176,0,1176
XP_011253241.2,XP_011333751.2,0,1605,0,1582
XP_011253241.2,XP_011333752.2,0,1605,0,1582
XP_011253241.2,XP_011333753.2,0,1605,0,1582
XP_011253241.2,XP_011333754.2,0,1605,0,1582
XP_011253243.1,XP_026824389.1,0,1487,0,1428
XP_011253244.1,XP_026824389.1,0,1487,0,1428
XP_011253245.1,XP_026824389.1,0,1429,0,1371
XP_011253248.1,XP_026824369.1,0,2715,0,2689
XP_011253248.1,XP_026824370.1,0,2715,0,2689
XP_011253248.1,XP_026824371.1,0,2721,0,2696
XP_011253248.1,XP_026824372.1,0,2702,0,2674
XP_011253249.1,XP_026824369.1,0,2715,0,2689
XP_011253249.1,XP_026824370.1,0,2715,0,2689
XP_011253249.1,XP_026824371.1,0,2721,0,2696
XP_011253249.1,XP_026824372.1,0,2702,0,2674
XP_011253250.1,XP_026824369.1,0,2715,0,2689
XP_011253250.1,XP_026824370.1,0,2715,0,2689
XP_011253250.1,XP_026824371.1,0,2721,0,2696
XP_011253250.1,XP_026824372.1,0,2702,0,2674
XP_011253251.1,XP_026824369.1,0,2715,0,2689
XP_011253251.1,XP_026824370.1,0,2715,0,2689
XP_011253251.1,XP_026824371.1,0,2721,0,2696
XP_011253251.1,XP_026824372.1,0,2702,0,2674
XP_011253252.1,XP_026824369.1,0,2698,0,2671
XP_011253252.1,XP_026824370.1,0,2698,0,2671
XP_011253252.1,XP_026824371.1,0,2701,0,2673
XP_011253252.1,XP_026824372.1,0,2714,0,2685
XP_011253253.1,XP_011333778.1,0,827,0,842
XP_011253254.1,XP_011333778.1,0,827,0,842
XP_011253255.1,XP_011333778.1,0,827,0,842
XP_011253256.1,XP_026824386.1,0,916,0,916
XP_011253256.1,XP_026824387.1,0,916,0,916
XP_011253258.1,XP_026824386.1,0,916,0,916
XP_011253258.1,XP_026824387.1,0,916,0,916
XP_011253259.1,XP_026824386.1,0,916,0,916
XP_011253259.1,XP_026824387.1,0,916,0,916
XP_011253260.2,XP_011333777.1,0,1406,0,1406
XP_011253261.1,XP_011330124.1,1.00E-171,481,1.00E-171,481
XP_011253262.1,XP_011333775.2,0,795,0,801
XP_011253263.1,XP_011333801.1,8.00E-137,386,8.00E-137,386
XP_011253271.1,XP_011330124.1,7.00E-174,486,9.00E-174,486
XP_011253276.1,XP_011333781.1,1.00E-138,394,5.00E-139,394
XP_011253276.1,XP_011333782.1,1.00E-138,393,3.00E-139,395
XP_011253276.1,XP_011333784.1,1.00E-138,393,3.00E-139,395
XP_011253276.1,XP_019886527.1,7.00E-139,394,2.00E-139,396
XP_011253277.1,XP_011333781.1,1.00E-138,394,5.00E-139,394
XP_011253277.1,XP_011333782.1,1.00E-138,393,3.00E-139,395
XP_011253277.1,XP_011333784.1,1.00E-138,393,3.00E-139,395
XP_011253277.1,XP_019886527.1,7.00E-139,394,2.00E-139,396
XP_011253278.1,XP_011333781.1,1.00E-138,394,5.00E-139,394
XP_011253278.1,XP_011333782.1,1.00E-138,393,3.00E-139,395
XP_011253278.1,XP_011333784.1,1.00E-138,393,3.00E-139,395
XP_011253278.1,XP_019886527.1,7.00E-139,394,2.00E-139,396
XP_011253279.1,XP_011333781.1,1.00E-138,394,5.00E-139,394
XP_011253279.1,XP_011333782.1,1.00E-138,393,3.00E-139,395
XP_011253279.1,XP_011333784.1,1.00E-138,393,3.00E-139,395
XP_011253279.1,XP_019886527.1,7.00E-139,394,2.00E-139,396
XP_011253280.1,XP_011333785.1,3.00E-93,270,3.00E-93,270
XP_011253281.1,XP_011333794.1,0,1236,0,1236
XP_011253281.1,XP_011333795.1,0,1190,0,1190
XP_011253282.1,XP_011333794.1,0,1190,0,1190
XP_011253282.1,XP_011333795.1,0,1201,0,1201
XP_011253283.1,XP_011330125.1,0,1046,0,1055
XP_011253283.1,XP_026825263.1,0,1046,0,1055
XP_011253284.2,XP_011333786.2,0,810,0,811
XP_011253284.2,XP_011333787.2,0,810,0,811
XP_011253284.2,XP_019886506.2,0,798,0,798
XP_011253286.1,XP_011349697.1,5.00E-113,321,5.00E-113,321
XP_011253289.1,XP_011330126.1,0,996,0,995
XP_011253298.1,XP_011332591.1,2.00E-55,178,3.00E-58,185
XP_011253298.1,XP_011332592.1,1.00E-53,173,2.00E-56,180
XP_011253299.1,XP_011346790.1,2.00E-146,411,2.00E-146,411
XP_011253301.1,XP_011352133.1,0,1084,0,1080
XP_011253302.1,XP_011352133.1,0,1080,0,1076
XP_011253305.1,XP_011352134.2,0,639,0,622
XP_011253306.2,XP_026831044.1,0,1219,0,1208
XP_011253306.2,XP_026831045.1,0,1219,0,1206
XP_011253307.2,XP_026831044.1,0,1241,0,1226
XP_011253307.2,XP_026831045.1,0,1241,0,1225
XP_011253308.2,XP_026831044.1,0,1223,0,1209
XP_011253308.2,XP_026831045.1,0,1222,0,1207
XP_011253309.1,XP_011352136.2,0,567,0,543
XP_011253309.1,XP_011352137.2,0,567,0,543
XP_011253311.1,XP_011332439.1,0,927,0,949
XP_011253313.1,XP_011332444.1,0,598,0,598
XP_011253314.1,XP_011332445.1,0,1095,0,1111
XP_011253315.1,XP_011332446.1,1.00E-105,302,2.00E-105,302
XP_011253315.1,XP_011332447.1,1.00E-105,302,2.00E-105,302
XP_011253315.1,XP_011332448.1,1.00E-105,302,2.00E-105,302
XP_011253315.1,XP_011332449.1,1.00E-105,302,2.00E-105,302
XP_011253315.1,XP_011332450.1,6.00E-108,308,6.00E-108,308
XP_011253316.1,XP_011332446.1,1.00E-105,302,2.00E-105,302
XP_011253316.1,XP_011332447.1,1.00E-105,302,2.00E-105,302
XP_011253316.1,XP_011332448.1,1.00E-105,302,2.00E-105,302
XP_011253316.1,XP_011332449.1,1.00E-105,302,2.00E-105,302
XP_011253316.1,XP_011332450.1,6.00E-108,308,6.00E-108,308
XP_011253317.1,XP_011332451.1,0,1432,0,1432
XP_011253317.1,XP_011332452.1,0,1403,0,1403
XP_011253317.1,XP_026826517.1,0,1421,0,1421
XP_011253318.1,XP_011332451.1,0,1403,0,1403
XP_011253318.1,XP_011332452.1,0,1410,0,1410
XP_011253318.1,XP_026826517.1,0,1398,0,1398
XP_011253320.1,XP_011332465.1,0,844,0,807
XP_011253321.1,XP_011332467.1,0,947,0,929
XP_011253322.1,XP_011332459.1,3.00E-97,280,3.00E-97,280
XP_011253322.1,XP_026826266.1,6.00E-102,292,6.00E-102,292
XP_011253323.1,XP_011332459.1,1.00E-99,286,1.00E-99,286
XP_011253323.1,XP_026826266.1,3.00E-97,280,3.00E-97,280
XP_011253326.1,XP_011332457.1,1.00E-67,206,1.00E-67,206
XP_011253327.1,XP_026826620.1,1.00E-92,270,1.00E-92,270
XP_011253327.1,XP_026826621.1,1.00E-92,270,1.00E-92,270
XP_011253328.1,XP_026826620.1,1.00E-92,270,1.00E-92,270
XP_011253328.1,XP_026826621.1,1.00E-92,270,1.00E-92,270
XP_011253331.1,XP_011332551.2,0,1455,0,1510
XP_011253331.1,XP_011332552.2,0,1455,0,1510
XP_011253331.1,XP_011332553.2,0,1455,0,1510
XP_011253332.1,XP_011332551.2,0,1455,0,1510
XP_011253332.1,XP_011332552.2,0,1455,0,1510
XP_011253332.1,XP_011332553.2,0,1455,0,1510
XP_011253333.1,XP_011332551.2,0,1458,0,1514
XP_011253333.1,XP_011332552.2,0,1458,0,1514
XP_011253333.1,XP_011332553.2,0,1458,0,1514
XP_011253339.2,XP_011348196.2,0,633,0,640
XP_011253342.1,XP_011329252.1,5.00E-125,355,7.00E-117,334
XP_011253343.1,XP_011350698.1,0,1581,0,1581
XP_011253343.1,XP_011350699.1,0,1581,0,1581
XP_011253343.1,XP_011350701.1,0,1581,0,1581
XP_011253344.1,XP_011350698.1,0,1581,0,1581
XP_011253344.1,XP_011350699.1,0,1581,0,1581
XP_011253344.1,XP_011350701.1,0,1581,0,1581
XP_011253345.1,XP_011350696.1,3.00E-140,402,3.00E-140,402
XP_011253347.1,XP_011347968.1,7.00E-52,160,7.00E-52,160
XP_011253347.1,XP_026824856.1,7.00E-52,160,7.00E-52,160
XP_011253348.1,XP_011350697.1,0,991,0,980
XP_011253349.1,XP_011350691.1,0,1240,0,1268
XP_011253350.1,XP_011350693.1,0,1106,0,1130
XP_011253350.1,XP_011350694.1,0,1089,0,1114
XP_011253351.1,XP_011350693.1,0,1089,0,1114
XP_011253351.1,XP_011350694.1,0,1090,0,1115
XP_011253353.1,XP_011347948.1,0,800,0,800
XP_011253353.1,XP_011347949.1,0,781,0,781
XP_011253353.1,XP_026826388.1,0,800,0,800
XP_011253353.1,XP_026826698.1,0,781,0,781
XP_011253354.1,XP_011347948.1,0,794,0,794
XP_011253354.1,XP_011347949.1,0,774,0,774
XP_011253354.1,XP_026826388.1,0,794,0,794
XP_011253354.1,XP_026826698.1,0,774,0,774
XP_011253355.1,XP_011347948.1,0,781,0,781
XP_011253355.1,XP_011347949.1,0,786,0,786
XP_011253355.1,XP_026826388.1,0,781,0,781
XP_011253355.1,XP_026826698.1,0,786,0,786
XP_011253356.1,XP_011350325.1,0,1164,0,1169
XP_011253356.1,XP_011350326.1,0,1130,0,1135
XP_011253356.1,XP_011350327.1,0,1168,0,1172
XP_011253356.1,XP_026823957.1,0,1134,0,1140
XP_011253357.1,XP_011350325.1,0,1164,0,1169
XP_011253357.1,XP_011350326.1,0,1130,0,1135
XP_011253357.1,XP_011350327.1,0,1168,0,1172
XP_011253357.1,XP_026823957.1,0,1134,0,1140
XP_011253359.2,XP_011347964.1,1.00E-71,218,7.00E-76,229
XP_011253359.2,XP_026826736.1,1.00E-71,218,7.00E-76,229
XP_011253361.1,XP_011347709.1,0,523,0,523
XP_011253362.1,XP_011347704.1,0,566,0,566
XP_011253362.1,XP_011347705.1,0,566,0,566
XP_011253362.1,XP_011347706.1,0,566,0,566
XP_011253363.1,XP_011347704.1,0,566,0,566
XP_011253363.1,XP_011347705.1,0,566,0,566
XP_011253363.1,XP_011347706.1,0,566,0,566
XP_011253364.1,XP_011347704.1,0,566,0,566
XP_011253364.1,XP_011347705.1,0,566,0,566
XP_011253364.1,XP_011347706.1,0,566,0,566
XP_011253366.1,XP_011347704.1,0,566,0,566
XP_011253366.1,XP_011347705.1,0,566,0,566
XP_011253366.1,XP_011347706.1,0,566,0,566
XP_011253367.1,XP_011347704.1,0,566,0,566
XP_011253367.1,XP_011347705.1,0,566,0,566
XP_011253367.1,XP_011347706.1,0,566,0,566
XP_011253368.1,XP_026829757.1,0,1524,0,1496
XP_011253369.2,XP_026829757.1,0,1463,0,1432
XP_011253372.1,XP_011330878.1,0,3003,0,2988
XP_011253373.1,XP_011330879.1,0,680,0,680
XP_011253376.1,XP_011330880.1,1.00E-93,273,1.00E-96,280
XP_011253376.1,XP_026827725.1,4.00E-92,273,5.00E-95,281
XP_011253377.1,XP_011330883.1,0,1310,0,1310
XP_011253377.1,XP_011330884.1,0,1353,0,1353
XP_011253378.1,XP_011330875.1,0,777,0,777
XP_011253379.1,XP_011330874.2,0,870,0,865
XP_011253379.1,XP_026827723.1,0,845,0,839
XP_011253382.1,XP_011330874.2,0,844,0,838
XP_011253382.1,XP_026827723.1,0,842,0,837
XP_011253384.1,XP_011330867.2,0,2138,0,2112
XP_011253384.1,XP_026827720.1,0,2108,0,2081
XP_011253384.1,XP_026827721.1,0,2108,0,2081
XP_011253385.1,XP_011330867.2,0,2112,0,2083
XP_011253385.1,XP_026827720.1,0,2107,0,2084
XP_011253385.1,XP_026827721.1,0,2137,0,2109
XP_011253386.1,XP_011330867.2,0,2110,0,2083
XP_011253386.1,XP_026827720.1,0,2110,0,2084
XP_011253386.1,XP_026827721.1,0,2111,0,2084
XP_011253388.1,XP_011330866.1,3.00E-88,259,3.00E-88,259
XP_011253390.1,XP_011330866.1,3.00E-88,259,3.00E-88,259
XP_011253391.1,XP_011342477.1,0,2049,0,2056
XP_011253391.1,XP_011342478.1,0,2050,0,2056
XP_011253391.1,XP_011342479.1,0,2034,0,2041
XP_011253392.1,XP_011342477.1,0,2011,0,2039
XP_011253392.1,XP_011342478.1,0,2012,0,2039
XP_011253392.1,XP_011342479.1,0,1998,0,2024
XP_011253395.1,XP_011352129.1,3.00E-92,275,2.00E-96,286
XP_011253395.1,XP_011352130.1,3.00E-92,275,2.00E-96,286
XP_011253395.1,XP_011352131.1,9.00E-93,275,6.00E-97,286
XP_011253395.1,XP_011352132.1,9.00E-93,275,6.00E-97,286
XP_011253396.1,XP_026829180.1,2.00E-128,371,2.00E-128,371
XP_011253397.1,XP_011342472.1,2.00E-172,491,2.00E-172,491
XP_011253399.1,XP_011342472.1,2.00E-172,491,2.00E-172,491
XP_011253400.1,XP_011342472.1,2.00E-172,491,2.00E-172,491
XP_011253402.1,XP_011342472.1,2.00E-172,491,2.00E-172,491
XP_011253403.1,XP_011352127.1,0,1303,0,1333
XP_011253404.1,XP_011352127.1,0,1303,0,1332
XP_011253405.1,XP_011352127.1,0,1303,0,1332
XP_011253409.1,XP_011333710.1,0,651,0,656
XP_011253410.1,XP_011333710.1,0,654,0,659
XP_011253412.1,XP_011334700.1,0,996,0,996
XP_011253415.1,XP_011333716.1,0,1990,0,2003
XP_011253416.1,XP_011333714.1,0,1415,0,1444
XP_011253417.1,XP_011333714.1,0,1413,0,1444
XP_011253418.1,XP_011333717.1,4.00E-79,235,2.00E-73,220
XP_011253422.1,XP_011334699.1,0,1741,0,1699
XP_011253424.1,XP_011333718.1,9.00E-57,177,4.00E-60,185
XP_011253425.1,XP_011333719.1,1.00E-44,145,6.00E-50,159
XP_011253426.1,XP_011333719.1,1.00E-44,145,6.00E-50,159
XP_011253427.2,XP_011333721.2,1.00E-78,235,5.00E-81,241
XP_011253428.1,XP_011333722.1,3.00E-68,205,5.00E-69,207
XP_011253429.1,XP_011333722.1,3.00E-68,205,5.00E-69,207
XP_011253430.2,XP_011333723.2,6.00E-115,329,6.00E-115,329
XP_011253431.1,XP_011334699.1,0,1741,0,1699
XP_011253432.1,XP_011333726.2,1.00E-115,332,4.00E-115,331
XP_011253433.1,XP_011333724.1,2.00E-91,266,2.00E-91,266
XP_011253433.1,XP_011333725.1,2.00E-91,266,2.00E-91,266
XP_011253434.1,XP_011333728.2,0,1029,0,1036
XP_011253435.1,XP_011333728.2,0,1016,0,1022
XP_011253437.1,XP_011333730.1,0,1027,0,1027
XP_011253437.1,XP_011333733.1,0,1027,0,1027
XP_011253437.1,XP_011333734.1,0,1027,0,1027
XP_011253437.1,XP_011333735.1,0,1027,0,1027
XP_011253437.1,XP_011333736.1,0,1041,0,1041
XP_011253437.1,XP_011333737.1,0,1010,0,1033
XP_011253437.1,XP_011333738.1,0,997,0,1020
XP_011253439.1,XP_011333730.1,0,1027,0,1027
XP_011253439.1,XP_011333733.1,0,1027,0,1027
XP_011253439.1,XP_011333734.1,0,1027,0,1027
XP_011253439.1,XP_011333735.1,0,1027,0,1027
XP_011253439.1,XP_011333736.1,0,1041,0,1041
XP_011253439.1,XP_011333737.1,0,1010,0,1033
XP_011253439.1,XP_011333738.1,0,997,0,1020
XP_011253440.1,XP_011334699.1,0,1741,0,1699
XP_011253441.1,XP_011333730.1,0,1027,0,1027
XP_011253441.1,XP_011333733.1,0,1027,0,1027
XP_011253441.1,XP_011333734.1,0,1027,0,1027
XP_011253441.1,XP_011333735.1,0,1027,0,1027
XP_011253441.1,XP_011333736.1,0,1041,0,1041
XP_011253441.1,XP_011333737.1,0,1010,0,1033
XP_011253441.1,XP_011333738.1,0,997,0,1020
XP_011253443.1,XP_011333740.1,0,733,0,733
XP_011253444.1,XP_011333744.2,1.00E-41,137,2.00E-45,147
XP_011253445.1,XP_011333741.2,9.00E-175,495,4.00E-170,484
XP_011253446.1,XP_011333742.2,0,1318,0,1318
XP_011253448.1,XP_011346787.1,0,630,0,670
XP_011253448.1,XP_026824015.1,0,621,0,662
XP_011253449.1,XP_026826067.1,0,566,0,566
XP_011253451.1,XP_011331805.1,7.00E-155,432,7.00E-155,432
XP_011253452.1,XP_011331759.1,0,1203,0,1237
XP_011253452.1,XP_011331767.1,0,1185,0,1218
XP_011253452.1,XP_011331775.1,0,1172,0,1204
XP_011253452.1,XP_026826002.1,0,1203,0,1237
XP_011253453.1,XP_011331759.1,0,1196,0,1228
XP_011253453.1,XP_011331767.1,0,1177,0,1210
XP_011253453.1,XP_011331775.1,0,1174,0,1206
XP_011253453.1,XP_026826002.1,0,1196,0,1228
XP_011253455.1,XP_011331759.1,0,1185,0,1218
XP_011253455.1,XP_011331767.1,0,1192,0,1225
XP_011253455.1,XP_011331775.1,0,1155,0,1187
XP_011253455.1,XP_026826002.1,0,1185,0,1218
XP_011253456.1,XP_011331747.1,6.00E-97,286,6.00E-97,286
XP_011253457.1,XP_026826007.1,7.00E-169,472,3.00E-177,493
XP_011253457.1,XP_026826008.1,7.00E-169,472,3.00E-177,493
XP_011253458.1,XP_011331727.1,3.00E-151,424,2.00E-151,424
XP_011253460.1,XP_011331721.1,9.00E-155,432,1.00E-154,432
XP_011253460.1,XP_011331727.1,3.00E-147,413,3.00E-147,413
XP_011253462.1,XP_011331709.1,0,944,0,929
XP_011253462.1,XP_019885994.1,0,921,0,909
XP_011253464.1,XP_011346787.1,0,612,0,653
XP_011253464.1,XP_026824015.1,0,604,0,645
XP_011253466.1,XP_011331709.1,0,921,0,908
XP_011253466.1,XP_019885994.1,0,929,0,914
XP_011253467.1,XP_011331673.1,0,674,0,674
XP_011253468.1,XP_011331682.1,0,541,0,540
XP_011253469.2,XP_011331691.1,0,538,0,548
XP_011253471.1,XP_011331480.1,0,567,0,567
XP_011253472.1,XP_026825535.1,2.00E-55,174,4.00E-50,160
XP_011253473.1,XP_011345705.1,2.00E-146,425,7.00E-150,433
XP_011253474.1,XP_019888780.1,4.00E-112,330,1.00E-115,339
XP_011253475.1,XP_011345706.1,5.00E-126,355,5.00E-126,355
XP_011253476.1,XP_011346785.1,0,1099,0,1096
XP_011253477.1,XP_011345704.1,1.00E-63,194,1.00E-63,194
XP_011253478.1,XP_011345691.2,2.00E-153,437,3.00E-153,436
XP_011253478.1,XP_011345692.2,1.00E-155,442,1.00E-155,442
XP_011253478.1,XP_011345693.2,3.00E-147,421,5.00E-147,420
XP_011253478.1,XP_019888778.2,2.00E-153,437,3.00E-153,436
XP_011253479.1,XP_011345701.1,0,936,0,935
XP_011253479.1,XP_011345702.1,0,934,0,934
XP_011253479.1,XP_011345703.1,0,908,0,907
XP_011253481.1,XP_011345701.1,0,910,0,908
XP_011253481.1,XP_011345702.1,0,908,0,907
XP_011253481.1,XP_011345703.1,0,927,0,926
XP_011253486.1,XP_026826201.1,0,1072,0,1072
XP_011253488.1,XP_011345688.1,3.00E-66,201,3.00E-64,196
XP_011253490.1,XP_011345689.1,3.00E-54,169,3.00E-52,164
XP_011253491.1,XP_011345687.1,0,552,0,566
XP_011253492.1,XP_026826199.1,0,1499,0,1483
XP_011253493.1,XP_026826200.1,0,1486,0,1474
XP_011253495.1,XP_011345675.1,0,535,0,535
XP_011253495.1,XP_011345676.1,0,535,0,535
XP_011253495.1,XP_011345677.1,0,535,0,535
XP_011253495.1,XP_011345678.1,0,535,0,535
XP_011253495.1,XP_011345679.1,0,535,0,535
XP_011253495.1,XP_011345680.1,0,534,0,534
XP_011253495.1,XP_011345681.1,0,533,0,533
XP_011253495.1,XP_011345682.1,0,533,0,533
XP_011253498.1,XP_011331850.1,0,838,0,810
XP_011253503.1,XP_026829730.1,0,508,0,516
XP_011253503.1,XP_026829731.1,0,508,0,516
XP_011253503.1,XP_026829734.1,0,508,0,516
XP_011253504.1,XP_026830702.1,3.00E-147,416,3.00E-147,416
XP_011253504.1,XP_026830703.1,3.00E-147,416,3.00E-147,416
XP_011253505.1,XP_026830704.1,3.00E-62,193,3.00E-71,217
XP_011253506.1,XP_011329502.1,9.00E-103,295,9.00E-103,295
XP_011253507.1,XP_011346789.1,1.00E-174,498,1.00E-167,479
XP_011253507.1,XP_026826832.1,1.00E-174,498,1.00E-167,479
XP_011253507.1,XP_026826861.1,1.00E-174,498,1.00E-167,479
XP_011253508.1,XP_026830695.1,0,1359,0,1323
XP_011253508.1,XP_026830696.1,0,1352,0,1315
XP_011253509.1,XP_011335993.1,0,671,0,671
XP_011253510.1,XP_011335992.1,3.00E-122,350,9.00E-122,349
XP_011253511.1,XP_011335992.1,4.00E-125,357,2.00E-124,356
XP_011253512.1,XP_011329497.1,6.00E-173,480,6.00E-173,480
XP_011253513.1,XP_026830715.1,0,751,0,751
XP_011253513.1,XP_026830716.1,0,751,0,751
XP_011253513.1,XP_026830717.1,0,751,0,751
XP_011253513.1,XP_026830718.1,0,751,0,751
XP_011253513.1,XP_026830719.1,0,751,0,751
XP_011253513.1,XP_026830720.1,0,751,0,751
XP_011253513.1,XP_026830721.1,0,751,0,751
XP_011253513.1,XP_026830722.1,0,751,0,751
XP_011253513.1,XP_026830723.1,0,751,0,751
XP_011253513.1,XP_026830724.1,0,751,0,751
XP_011253513.1,XP_026830725.1,0,751,0,751
XP_011253513.1,XP_026830726.1,0,751,0,751
XP_011253513.1,XP_026830727.1,0,751,0,751
XP_011253513.1,XP_026830728.1,0,751,0,751
XP_011253513.1,XP_026830729.1,0,751,0,751
XP_011253513.1,XP_026830730.1,0,751,0,751
XP_011253513.1,XP_026830731.1,0,751,0,751
XP_011253513.1,XP_026830732.1,0,751,0,751
XP_011253513.1,XP_026830733.1,0,751,0,751
XP_011253513.1,XP_026830734.1,0,751,0,751
XP_011253513.1,XP_026830735.1,0,751,0,751
XP_011253513.1,XP_026830736.1,0,751,0,751
XP_011253513.1,XP_026830737.1,0,751,0,751
XP_011253513.1,XP_026830738.1,0,751,0,751
XP_011253513.1,XP_026830739.1,0,751,0,751
XP_011253513.1,XP_026830740.1,0,751,0,751
XP_011253513.1,XP_026830741.1,0,751,0,751
XP_011253513.1,XP_026830742.1,0,751,0,751
