pogo,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011636774.1,XP_025263134.1,0,1713,0,1713
XP_011636774.1,XP_025263135.1,0,1716,0,1716
XP_011636774.1,XP_025263136.1,0,1719,0,1719
XP_011636775.1,XP_011254310.1,0,1739,0,1739
XP_011636775.1,XP_011254314.1,0,1732,0,1732
XP_011636775.1,XP_025263128.1,0,1761,0,1761
XP_011636775.1,XP_025263129.1,0,1753,0,1753
XP_011636775.1,XP_025263130.1,0,1770,0,1770
XP_011636775.1,XP_025263131.1,0,1746,0,1746
XP_011636775.1,XP_025263132.1,0,1755,0,1755
XP_011636775.1,XP_025263133.1,0,1714,0,1714
XP_011636775.1,XP_025263134.1,0,1714,0,1714
XP_011636775.1,XP_025263135.1,0,1704,0,1704
XP_011636775.1,XP_025263136.1,0,1709,0,1709
XP_011636776.1,XP_011254310.1,0,1736,0,1736
XP_011636776.1,XP_011254314.1,0,1731,0,1731
XP_011636776.1,XP_025263128.1,0,1758,0,1758
XP_011636776.1,XP_025263129.1,0,1759,0,1759
XP_011636776.1,XP_025263130.1,0,1746,0,1746
XP_011636776.1,XP_025263131.1,0,1764,0,1764
XP_011636776.1,XP_025263132.1,0,1754,0,1754
XP_011636776.1,XP_025263133.1,0,1704,0,1704
XP_011636776.1,XP_025263135.1,0,1702,0,1702
XP_011636776.1,XP_025263136.1,0,1705,0,1705
XP_011636777.1,XP_011254314.1,0,1737,0,1737
XP_011636777.1,XP_025263128.1,0,1746,0,1746
XP_011636777.1,XP_025263129.1,0,1749,0,1749
XP_011636777.1,XP_025263130.1,0,1755,0,1755
XP_011636777.1,XP_025263131.1,0,1754,0,1754
XP_011636777.1,XP_025263132.1,0,1761,0,1761
XP_011636777.1,XP_025263133.1,0,1699,0,1699
XP_011636777.1,XP_025263134.1,0,1700,0,1700
XP_011636777.1,XP_025263135.1,0,1691,0,1691
XP_011636777.1,XP_025263136.1,0,1693,0,1693
XP_011636778.1,XP_011254310.1,0,1754,0,1754
XP_011636778.1,XP_011254314.1,0,1728,0,1728
XP_011636778.1,XP_025263128.1,0,1749,0,1749
XP_011636778.1,XP_025263129.1,0,1740,0,1740
XP_011636778.1,XP_025263130.1,0,1738,0,1738
XP_011636778.1,XP_025263131.1,0,1734,0,1734
XP_011636778.1,XP_025263133.1,0,1694,0,1694
XP_011636778.1,XP_025263134.1,0,1690,0,1690
XP_011636778.1,XP_025263135.1,0,1692,0,1692
XP_011636778.1,XP_025263136.1,0,1694,0,1694
XP_011636779.1,XP_011254310.1,0,1713,0,1713
XP_011636779.1,XP_025263128.1,0,1737,0,1737
XP_011636779.1,XP_025263129.1,0,1729,0,1729
XP_011636779.1,XP_025263130.1,0,1726,0,1726
XP_011636779.1,XP_025263131.1,0,1723,0,1723
XP_011636779.1,XP_025263132.1,0,1712,0,1712
XP_011636779.1,XP_025263135.1,0,1749,0,1749
XP_011636779.1,XP_025263136.1,0,1714,0,1714
XP_011636779.1,XP_025263137.1,0,1693,0,1693
XP_011636779.1,XP_025263138.1,0,1662,0,1662
XP_011636780.1,XP_011254310.1,0,1702,0,1702
XP_011636780.1,XP_011254314.1,0,1696,0,1696
XP_011636780.1,XP_025263128.1,0,1726,0,1726
XP_011636780.1,XP_025263129.1,0,1717,0,1717
XP_011636780.1,XP_025263130.1,0,1733,0,1733
XP_011636780.1,XP_025263131.1,0,1712,0,1712
XP_011636780.1,XP_025263132.1,0,1719,0,1719
XP_011636780.1,XP_025263133.1,0,1680,0,1680
XP_011636780.1,XP_025263135.1,0,1741,0,1741
XP_011636780.1,XP_025263136.1,0,1704,0,1704
XP_011636780.1,XP_025263137.1,0,1694,0,1694
XP_011636780.1,XP_025263138.1,0,1657,0,1657
XP_011636781.1,XP_011254310.1,0,1728,0,1728
XP_011636781.1,XP_011254314.1,0,1742,0,1742
XP_011636781.1,XP_025263128.1,0,1724,0,1724
XP_011636781.1,XP_025263129.1,0,1722,0,1722
XP_011636781.1,XP_025263130.1,0,1731,0,1731
XP_011636781.1,XP_025263131.1,0,1729,0,1729
XP_011636781.1,XP_025263132.1,0,1735,0,1735
XP_011636781.1,XP_025263135.1,0,1666,0,1666
XP_011636781.1,XP_025263136.1,0,1668,0,1668
XP_011636782.1,XP_011254310.1,0,1691,0,1691
XP_011636782.1,XP_025263128.1,0,1715,0,1715
XP_011636782.1,XP_025263129.1,0,1706,0,1706
XP_011636782.1,XP_025263130.1,0,1704,0,1704
XP_011636782.1,XP_025263131.1,0,1701,0,1701
XP_011636782.1,XP_025263132.1,0,1690,0,1690
XP_011636782.1,XP_025263133.1,0,1661,0,1661
XP_011636782.1,XP_025263135.1,0,1712,0,1712
XP_011636782.1,XP_025263136.1,0,1715,0,1715
XP_011636782.1,XP_025263137.1,0,1653,0,1653
XP_011636782.1,XP_025263138.1,0,1663,0,1663
XP_011636782.1,XP_025263139.1,0,1658,0,1658
XP_011636783.1,XP_011254310.1,0,1697,0,1697
XP_011636783.1,XP_025263128.1,0,1719,0,1719
XP_011636783.1,XP_025263129.1,0,1710,0,1710
XP_011636783.1,XP_025263130.1,0,1715,0,1715
XP_011636783.1,XP_025263131.1,0,1705,0,1705
XP_011636783.1,XP_025263132.1,0,1701,0,1701
XP_011636783.1,XP_025263133.1,0,1733,0,1733
XP_011636783.1,XP_025263134.1,0,1724,0,1724
XP_011636783.1,XP_025263135.1,0,1663,0,1663
XP_011636783.1,XP_025263136.1,0,1665,0,1665
XP_011636783.1,XP_025263137.1,0,1668,0,1668
XP_011636783.1,XP_025263138.1,0,1680,0,1680
XP_011636783.1,XP_025263139.1,0,1672,0,1672
XP_011636784.1,XP_011254310.1,0,1692,0,1692
XP_011636784.1,XP_025263128.1,0,1714,0,1714
XP_011636784.1,XP_025263129.1,0,1706,0,1706
XP_011636784.1,XP_025263130.1,0,1715,0,1715
XP_011636784.1,XP_025263131.1,0,1700,0,1700
XP_011636784.1,XP_025263132.1,0,1700,0,1700
XP_011636784.1,XP_025263133.1,0,1724,0,1724
XP_011636784.1,XP_025263134.1,0,1730,0,1730
XP_011636784.1,XP_025263136.1,0,1662,0,1662
XP_011636784.1,XP_025263137.1,0,1674,0,1674
XP_011636784.1,XP_025263138.1,0,1671,0,1671
XP_011636784.1,XP_025263139.1,0,1677,0,1677
XP_011636785.1,XP_011254310.1,0,1691,0,1691
XP_011636785.1,XP_025263128.1,0,1717,0,1717
XP_011636785.1,XP_025263129.1,0,1707,0,1707
XP_011636785.1,XP_025263130.1,0,1706,0,1706
XP_011636785.1,XP_025263131.1,0,1703,0,1703
XP_011636785.1,XP_025263132.1,0,1691,0,1691
XP_011636785.1,XP_025263133.1,0,1663,0,1663
XP_011636785.1,XP_025263134.1,0,1659,0,1659
XP_011636785.1,XP_025263135.1,0,1713,0,1713
XP_011636785.1,XP_025263136.1,0,1721,0,1721
XP_011636785.1,XP_025263137.1,0,1655,0,1655
XP_011636785.1,XP_025263138.1,0,1666,0,1666
XP_011636785.1,XP_025263139.1,0,1661,0,1661
XP_011636786.1,XP_025269659.1,0,1040,0,1040
XP_011636788.1,XP_025269642.1,0,1034,0,1034
XP_011636789.1,XP_025269642.1,0,1018,0,1018
XP_011636790.1,XP_025269643.1,0,975,0,975
XP_011636791.2,XP_011266059.1,0,1993,0,2010
XP_011636792.1,XP_025265143.1,9.00E-122,353,6.00E-122,353
XP_011636793.1,XP_025265143.1,9.00E-122,353,6.00E-122,353
XP_011636798.1,XP_011263800.2,0,1177,0,1150
XP_011636798.1,XP_025265131.1,0,1177,0,1150
XP_011636798.1,XP_025265132.1,0,1177,0,1150
XP_011636799.1,XP_025261837.1,0,633,0,632
XP_011636799.1,XP_025261838.1,0,632,0,632
XP_011636800.1,XP_011263800.2,0,1130,0,1107
XP_011636800.1,XP_025265131.1,0,1130,0,1107
XP_011636800.1,XP_025265132.1,0,1130,0,1107
XP_011636801.1,XP_011263685.1,2.00E-97,283,1.00E-97,283
XP_011636803.1,XP_025265147.1,2.00E-80,239,1.00E-80,239
XP_011636804.1,XP_025265147.1,2.00E-80,239,1.00E-80,239
XP_011636806.1,XP_025265147.1,2.00E-80,239,1.00E-80,239
XP_011636807.1,XP_011264377.1,4.00E-116,337,2.00E-109,320
XP_011636809.1,XP_011264498.1,0,1496,0,1474
XP_011636809.1,XP_011264576.1,0,1496,0,1474
XP_011636809.1,XP_011264659.1,0,1496,0,1474
XP_011636809.1,XP_011264742.1,0,1496,0,1474
XP_011636810.1,XP_011264825.1,0,1440,0,1417
XP_011636811.1,XP_011264958.1,0,1273,0,1273
XP_011636812.1,XP_011252976.1,0,1678,0,1678
XP_011636813.1,XP_011258668.2,0,805,0,805
XP_011636813.1,XP_025265151.1,0,781,0,772
XP_011636815.1,XP_011262729.1,0,602,0,581
XP_011636815.1,XP_011262810.1,0,602,0,581
XP_011636815.1,XP_019884560.1,0,602,0,581
XP_011636816.1,XP_025265176.1,0,1439,0,1439
XP_011636817.1,XP_011262930.1,0,1503,0,1503
XP_011636817.1,XP_011263087.1,0,1500,0,1500
XP_011636817.1,XP_011263158.1,0,1500,0,1500
XP_011636817.1,XP_011263244.1,0,1500,0,1500
XP_011636817.1,XP_011263333.1,0,1503,0,1502
XP_011636817.1,XP_019884289.2,0,1575,0,1575
XP_011636817.1,XP_025265171.1,0,1575,0,1575
XP_011636817.1,XP_025265172.1,0,1521,0,1521
XP_011636817.1,XP_025265173.1,0,1574,0,1573
XP_011636817.1,XP_025265174.1,0,1574,0,1573
XP_011636818.1,XP_011262930.1,0,1503,0,1503
XP_011636818.1,XP_011263087.1,0,1500,0,1500
XP_011636818.1,XP_011263158.1,0,1500,0,1500
XP_011636818.1,XP_011263244.1,0,1500,0,1500
XP_011636818.1,XP_011263333.1,0,1503,0,1502
XP_011636818.1,XP_019884289.2,0,1575,0,1575
XP_011636818.1,XP_025265171.1,0,1575,0,1575
XP_011636818.1,XP_025265172.1,0,1521,0,1521
XP_011636818.1,XP_025265173.1,0,1574,0,1573
XP_011636818.1,XP_025265174.1,0,1574,0,1573
XP_011636819.1,XP_011262930.1,0,1503,0,1503
XP_011636819.1,XP_011263087.1,0,1500,0,1500
XP_011636819.1,XP_011263158.1,0,1500,0,1500
XP_011636819.1,XP_011263244.1,0,1500,0,1500
XP_011636819.1,XP_011263333.1,0,1503,0,1502
XP_011636819.1,XP_019884289.2,0,1575,0,1575
XP_011636819.1,XP_025265171.1,0,1575,0,1575
XP_011636819.1,XP_025265172.1,0,1521,0,1521
XP_011636819.1,XP_025265173.1,0,1574,0,1573
XP_011636819.1,XP_025265174.1,0,1574,0,1573
XP_011636820.1,XP_011252976.1,0,1668,0,1668
XP_011636821.1,XP_011262930.1,0,1503,0,1503
XP_011636821.1,XP_011263087.1,0,1500,0,1500
XP_011636821.1,XP_011263158.1,0,1500,0,1500
XP_011636821.1,XP_011263244.1,0,1500,0,1500
XP_011636821.1,XP_011263333.1,0,1503,0,1502
XP_011636821.1,XP_019884289.2,0,1575,0,1575
XP_011636821.1,XP_025265171.1,0,1575,0,1575
XP_011636821.1,XP_025265172.1,0,1521,0,1521
XP_011636821.1,XP_025265173.1,0,1574,0,1573
XP_011636821.1,XP_025265174.1,0,1574,0,1573
XP_011636822.1,XP_011262930.1,0,1502,0,1501
XP_011636822.1,XP_011263010.1,0,1491,0,1491
XP_011636822.1,XP_011263087.1,0,1563,0,1561
XP_011636822.1,XP_011263158.1,0,1563,0,1561
XP_011636822.1,XP_011263244.1,0,1563,0,1561
XP_011636822.1,XP_011263333.1,0,1501,0,1500
XP_011636822.1,XP_019884289.2,0,1500,0,1499
XP_011636822.1,XP_025265171.1,0,1500,0,1499
XP_011636822.1,XP_025265172.1,0,1489,0,1489
XP_011636822.1,XP_025265173.1,0,1500,0,1497
XP_011636822.1,XP_025265174.1,0,1500,0,1497
XP_011636823.1,XP_011262930.1,0,1559,0,1558
XP_011636823.1,XP_011263010.1,0,1548,0,1548
XP_011636823.1,XP_011263087.1,0,1502,0,1501
XP_011636823.1,XP_011263158.1,0,1502,0,1501
XP_011636823.1,XP_011263244.1,0,1502,0,1501
XP_011636823.1,XP_011263333.1,0,1558,0,1558
XP_011636823.1,XP_019884289.2,0,1499,0,1498
XP_011636823.1,XP_025265171.1,0,1499,0,1498
XP_011636823.1,XP_025265172.1,0,1488,0,1488
XP_011636823.1,XP_025265173.1,0,1499,0,1498
XP_011636823.1,XP_025265174.1,0,1499,0,1498
XP_011636825.1,XP_011262930.1,0,1490,0,1490
XP_011636825.1,XP_011263010.1,0,1506,0,1506
XP_011636825.1,XP_011263087.1,0,1487,0,1487
XP_011636825.1,XP_011263158.1,0,1487,0,1487
XP_011636825.1,XP_011263244.1,0,1487,0,1487
XP_011636825.1,XP_011263333.1,0,1489,0,1489
XP_011636825.1,XP_019884289.2,0,1564,0,1564
XP_011636825.1,XP_025265171.1,0,1564,0,1564
XP_011636825.1,XP_025265172.1,0,1536,0,1536
XP_011636825.1,XP_025265173.1,0,1561,0,1561
XP_011636825.1,XP_025265174.1,0,1561,0,1561
XP_011636826.1,XP_025265176.1,0,1474,0,1474
XP_011636827.1,XP_025265176.1,0,1474,0,1474
XP_011636828.1,XP_025262903.1,4.00E-82,257,3.00E-82,257
XP_011636829.1,XP_025262903.1,1.00E-80,253,9.00E-81,253
XP_011636830.1,XP_011252978.1,0,1519,0,1519
XP_011636830.1,XP_025269099.1,0,1519,0,1519
XP_011636831.1,XP_025265150.1,4.00E-72,216,2.00E-68,206
XP_011636832.1,XP_011265347.1,0,602,0,600
XP_011636832.1,XP_011265348.1,0,601,0,600
XP_011636833.1,XP_011265347.1,0,602,0,600
XP_011636833.1,XP_011265348.1,0,601,0,600
XP_011636836.1,XP_011257956.2,0,1254,0,1276
XP_011636838.1,XP_025265266.1,0,1569,0,1568
XP_011636838.1,XP_025265267.1,0,1569,0,1568
XP_011636838.1,XP_025265268.1,0,1535,0,1534
XP_011636839.1,XP_011252978.1,0,1512,0,1512
XP_011636839.1,XP_025269099.1,0,1512,0,1512
XP_011636840.1,XP_011257976.2,0,925,0,925
XP_011636841.1,XP_011257987.2,3.00E-107,310,2.00E-107,310
XP_011636844.1,XP_011263928.1,0,1620,0,1641
XP_011636845.1,XP_011258078.1,2.00E-176,503,1.00E-176,503
XP_011636845.1,XP_025265035.1,3.00E-179,511,0,517
XP_011636845.1,XP_025265036.1,3.00E-179,511,0,517
XP_011636845.1,XP_025265037.1,3.00E-179,511,0,517
XP_011636845.1,XP_025265038.1,1.00E-175,501,1.00E-178,508
XP_011636845.1,XP_025265043.1,4.00E-170,488,3.00E-170,488
XP_011636845.1,XP_025265049.1,1.00E-176,504,7.00E-177,504
XP_011636845.1,XP_025269259.1,4.00E-179,510,0,514
XP_011636845.1,XP_025269260.1,3.00E-180,513,2.00E-180,513
XP_011636845.1,XP_025269261.1,3.00E-180,513,2.00E-180,513
XP_011636846.1,XP_011258078.1,2.00E-176,503,1.00E-176,503
XP_011636846.1,XP_025265035.1,3.00E-179,511,0,517
XP_011636846.1,XP_025265036.1,3.00E-179,511,0,517
XP_011636846.1,XP_025265037.1,3.00E-179,511,0,517
XP_011636846.1,XP_025265038.1,1.00E-175,501,1.00E-178,508
XP_011636846.1,XP_025265043.1,4.00E-170,488,3.00E-170,488
XP_011636846.1,XP_025265049.1,1.00E-176,504,7.00E-177,504
XP_011636846.1,XP_025269259.1,4.00E-179,510,0,514
XP_011636846.1,XP_025269260.1,3.00E-180,513,2.00E-180,513
XP_011636846.1,XP_025269261.1,3.00E-180,513,2.00E-180,513
XP_011636847.1,XP_011264040.1,0,2313,0,2313
XP_011636848.1,XP_011263925.1,0,587,0,587
XP_011636848.1,XP_011263926.1,0,587,0,587
XP_011636848.1,XP_011263927.1,0,587,0,587
XP_011636849.1,XP_011264044.2,0,1921,0,1861
XP_011636849.1,XP_019884603.2,0,1869,0,1814
XP_011636850.1,XP_011264044.2,0,1921,0,1861
XP_011636850.1,XP_019884603.2,0,1869,0,1814
XP_011636851.1,XP_011264044.2,0,1921,0,1861
XP_011636851.1,XP_019884603.2,0,1869,0,1814
XP_011636852.1,XP_011264044.2,0,1916,0,1858
XP_011636852.1,XP_019884603.2,0,1865,0,1809
XP_011636853.1,XP_011264044.2,0,1905,0,1845
XP_011636853.1,XP_019884603.2,0,1853,0,1799
XP_011636854.1,XP_011264044.2,0,1930,0,1870
XP_011636854.1,XP_019884603.2,0,1876,0,1823
XP_011636855.1,XP_011264044.2,0,1876,0,1807
XP_011636855.1,XP_019884603.2,0,1869,0,1808
XP_011636856.1,XP_011264044.2,0,1883,0,1818
XP_011636856.1,XP_019884603.2,0,1875,0,1815
XP_011636857.1,XP_011264045.2,0,1822,0,1763
XP_011636858.1,XP_025263645.1,0,1814,0,1751
XP_011636858.1,XP_025263646.1,0,1752,0,1693
XP_011636859.1,XP_025263645.1,0,1751,0,1693
XP_011636859.1,XP_025263646.1,0,1766,0,1706
XP_011636860.2,XP_011264042.2,0,2523,0,2502
XP_011636862.1,XP_025263629.1,0,1235,0,1235
XP_011636863.1,XP_011259449.1,3.00E-141,400,3.00E-141,399
XP_011636865.1,XP_011259431.1,0,816,0,818
XP_011636867.1,XP_011259432.1,0,1356,0,1335
XP_011636867.1,XP_011259433.1,0,1356,0,1335
XP_011636868.1,XP_011259435.1,9.00E-149,416,6.00E-149,416
XP_011636869.1,XP_011259436.2,0,899,0,912
XP_011636870.1,XP_025263073.1,0,758,0,776
XP_011636870.1,XP_025263074.1,0,758,0,776
XP_011636870.1,XP_025263077.1,0,788,0,796
XP_011636870.1,XP_025263096.1,0,758,0,776
XP_011636872.1,XP_011267040.1,0,1328,0,1328
XP_011636877.1,XP_011254306.2,0,1030,0,1025
XP_011636877.1,XP_019882750.2,0,1030,0,1025
XP_011636877.1,XP_025263082.1,0,1030,0,1025
XP_011636877.1,XP_025263083.1,0,1030,0,1025
XP_011636877.1,XP_025263084.1,0,1030,0,1025
XP_011636877.1,XP_025263085.1,0,1032,0,1023
XP_011636877.1,XP_025263086.1,0,1032,0,1023
XP_011636877.1,XP_025263087.1,0,1032,0,1023
XP_011636878.1,XP_025268988.1,3.00E-37,127,2.00E-37,127
XP_011636883.1,XP_011267026.1,0,1037,0,1037
XP_011636884.1,XP_011267026.1,0,1037,0,1037
XP_011636885.1,XP_011267026.1,0,1051,0,1050
XP_011636886.1,XP_011267027.1,0,1005,0,1004
XP_011636888.1,XP_011267025.1,2.00E-64,196,2.00E-64,196
XP_011636889.1,XP_011267023.1,0,569,0,569
XP_011636890.1,XP_011267022.1,8.00E-81,239,1.00E-85,251
XP_011636891.1,XP_011266044.1,6.00E-22,82,4.00E-22,82
XP_011636893.2,XP_011267021.2,0,593,0,593
XP_011636895.1,XP_011267020.1,4.00E-158,451,2.00E-158,451
XP_011636895.1,XP_025263112.1,4.00E-158,451,2.00E-158,451
XP_011636896.1,XP_011267019.1,1.00E-137,394,7.00E-138,394
XP_011636897.1,XP_025263109.1,0,649,0,634
XP_011636897.1,XP_025263110.1,0,649,0,634
XP_011636897.1,XP_025263111.1,0,648,0,634
XP_011636898.1,XP_011267017.1,0,2695,0,2715
XP_011636898.1,XP_025263033.1,0,2695,0,2715
XP_011636898.1,XP_025263034.1,0,2657,0,2676
XP_011636899.1,XP_011267017.1,0,2695,0,2715
XP_011636899.1,XP_025263033.1,0,2695,0,2715
XP_011636899.1,XP_025263034.1,0,2657,0,2676
XP_011636900.1,XP_011267017.1,0,2695,0,2715
XP_011636900.1,XP_025263033.1,0,2695,0,2715
XP_011636900.1,XP_025263034.1,0,2657,0,2676
XP_011636901.1,XP_011267017.1,0,2695,0,2715
XP_011636901.1,XP_025263033.1,0,2695,0,2715
XP_011636901.1,XP_025263034.1,0,2657,0,2676
XP_011636902.1,XP_011267017.1,0,2654,0,2676
XP_011636902.1,XP_025263033.1,0,2654,0,2676
XP_011636902.1,XP_025263034.1,0,2685,0,2705
XP_011636903.1,XP_011255795.1,0,916,0,916
XP_011636903.1,XP_011255796.1,0,916,0,916
XP_011636903.1,XP_011255797.1,0,926,0,926
XP_011636904.1,XP_011255795.1,0,916,0,916
XP_011636904.1,XP_011255796.1,0,916,0,916
XP_011636904.1,XP_011255797.1,0,926,0,926
XP_011636905.1,XP_011255798.1,0,879,0,879
XP_011636906.1,XP_011255799.1,0,776,0,776
XP_011636907.1,XP_011255799.1,0,747,0,747
XP_011636907.1,XP_011255801.1,0,744,0,744
XP_011636908.1,XP_011255791.1,2.00E-159,445,1.00E-159,445
XP_011636908.1,XP_011255793.1,1.00E-153,431,7.00E-154,431
XP_011636909.1,XP_011255791.1,1.00E-153,431,7.00E-154,431
XP_011636909.1,XP_011255793.1,4.00E-156,437,3.00E-156,437
XP_011636910.1,XP_025263032.1,2.00E-79,236,1.00E-79,236
XP_011636911.1,XP_011264018.1,1.00E-55,172,8.00E-56,172
XP_011636912.1,XP_011264019.1,0,1635,0,1635
XP_011636913.1,XP_011264014.1,0,1001,0,1001
XP_011636913.1,XP_011264015.1,0,995,0,996
XP_011636914.1,XP_011264014.1,0,995,0,996
XP_011636914.1,XP_011264015.1,0,999,0,1001
XP_011636915.1,XP_011264017.1,0,964,0,965
XP_011636916.1,XP_011264016.1,0,956,0,954
XP_011636918.1,XP_011264011.1,0,559,0,559
XP_011636919.1,XP_011264009.1,0,607,0,590
XP_011636921.1,XP_025264427.1,9.00E-114,335,5.00E-119,347
XP_011636921.1,XP_025264428.1,9.00E-114,335,5.00E-119,347
XP_011636922.1,XP_025264427.1,9.00E-114,335,5.00E-119,347
XP_011636922.1,XP_025264428.1,9.00E-114,335,5.00E-119,347
XP_011636923.1,XP_025264427.1,1.00E-113,334,6.00E-119,347
XP_011636923.1,XP_025264428.1,1.00E-113,334,6.00E-119,347
XP_011636924.1,XP_025264427.1,4.00E-114,335,2.00E-119,347
XP_011636924.1,XP_025264428.1,4.00E-114,335,2.00E-119,347
XP_011636926.1,XP_011260398.1,0,1308,0,1359
XP_011636926.1,XP_011260407.1,0,1308,0,1359
XP_011636926.1,XP_019883772.1,0,1308,0,1359
XP_011636927.1,XP_011260398.1,0,1308,0,1359
XP_011636927.1,XP_011260407.1,0,1308,0,1359
XP_011636927.1,XP_019883772.1,0,1308,0,1359
XP_011636928.1,XP_011267030.1,0,1724,0,1721
XP_011636928.1,XP_019885097.1,0,1706,0,1705
XP_011636928.1,XP_019885098.1,0,1720,0,1717
XP_011636928.1,XP_019885099.1,0,1674,0,1670
XP_011636928.1,XP_019885100.1,0,1662,0,1659
XP_011636928.1,XP_019885101.1,0,1640,0,1640
XP_011636928.1,XP_025263078.1,0,1721,0,1716
XP_011636928.1,XP_025263079.1,0,1720,0,1717
XP_011636928.1,XP_025263081.1,0,1679,0,1675
XP_011636930.1,XP_025263259.1,0,2983,0,2994
XP_011636930.1,XP_025263260.1,0,2983,0,2994
XP_011636930.1,XP_025263261.1,0,2973,0,2983
XP_011636930.1,XP_025263263.1,0,2984,0,2993
XP_011636930.1,XP_025263264.1,0,2981,0,2993
XP_011636931.1,XP_011264012.1,1.00E-160,464,1.00E-160,464
XP_011636931.1,XP_011264013.1,1.00E-160,464,1.00E-160,464
XP_011636936.2,XP_011257655.1,1.00E-50,166,4.00E-51,166
XP_011636937.1,XP_011257656.1,0,704,0,704
XP_011636937.1,XP_025265955.1,0,704,0,704
XP_011636937.1,XP_025265956.1,0,704,0,704
XP_011636937.1,XP_025265957.1,0,704,0,704
XP_011636940.1,XP_011257664.1,0,833,0,848
XP_011636941.1,XP_011257666.1,3.00E-161,457,9.00E-139,399
XP_011636943.1,XP_011257665.1,0,530,2.00E-166,471
XP_011636944.1,XP_011257665.1,0,530,2.00E-166,471
XP_011636945.1,XP_011257668.1,0,1770,0,1765
XP_011636945.1,XP_011257669.1,0,1770,0,1765
XP_011636945.1,XP_011257670.1,0,1751,0,1745
XP_011636945.1,XP_011257671.1,0,1751,0,1745
XP_011636945.1,XP_011257672.1,0,1751,0,1745
XP_011636945.1,XP_025265770.1,0,1770,0,1765
XP_011636946.1,XP_011257668.1,0,1751,0,1746
XP_011636946.1,XP_011257669.1,0,1751,0,1746
XP_011636946.1,XP_011257670.1,0,1749,0,1746
XP_011636946.1,XP_011257671.1,0,1749,0,1746
XP_011636946.1,XP_011257672.1,0,1749,0,1746
XP_011636946.1,XP_025265770.1,0,1751,0,1746
XP_011636947.1,XP_011257668.1,0,1751,0,1746
XP_011636947.1,XP_011257669.1,0,1751,0,1746
XP_011636947.1,XP_011257670.1,0,1749,0,1746
XP_011636947.1,XP_011257671.1,0,1749,0,1746
XP_011636947.1,XP_011257672.1,0,1749,0,1746
XP_011636947.1,XP_025265770.1,0,1751,0,1746
XP_011636948.1,XP_011257668.1,0,1751,0,1746
XP_011636948.1,XP_011257669.1,0,1751,0,1746
XP_011636948.1,XP_011257670.1,0,1749,0,1746
XP_011636948.1,XP_011257671.1,0,1749,0,1746
XP_011636948.1,XP_011257672.1,0,1749,0,1746
XP_011636948.1,XP_025265770.1,0,1751,0,1746
XP_011636949.1,XP_011257674.1,0,1155,0,1155
XP_011636950.1,XP_011257674.1,0,1157,0,1157
XP_011636951.1,XP_011257674.1,0,1165,0,1165
XP_011636953.1,XP_011257674.1,0,1151,0,1151
XP_011636954.1,XP_025265771.1,0,1023,0,1023
XP_011636961.1,XP_011257679.2,0,1096,0,1095
XP_011636965.1,XP_011257680.1,9.00E-134,389,5.00E-144,414
XP_011636965.1,XP_011257683.1,5.00E-134,389,1.00E-143,413
XP_011636965.1,XP_025265902.1,1.00E-135,394,4.00E-147,422
XP_011636965.1,XP_025265903.1,1.00E-135,394,4.00E-147,422
XP_011636965.1,XP_025265905.1,1.00E-135,393,3.00E-146,419
XP_011636965.1,XP_025265906.1,1.00E-136,395,5.00E-146,418
XP_011636965.1,XP_025265907.1,1.00E-136,395,5.00E-146,418
XP_011636966.1,XP_011257682.1,8.00E-125,365,7.00E-135,390
XP_011636966.1,XP_025265904.1,8.00E-127,370,3.00E-138,399
XP_011636967.1,XP_011257680.1,2.00E-133,387,4.00E-142,409
XP_011636967.1,XP_011257683.1,1.00E-133,387,1.00E-144,415
XP_011636967.1,XP_025265902.1,5.00E-135,391,2.00E-148,425
XP_011636967.1,XP_025265903.1,5.00E-135,391,2.00E-148,425
XP_011636967.1,XP_025265905.1,3.00E-137,397,2.00E-149,427
XP_011636967.1,XP_025265906.1,2.00E-138,399,3.00E-149,426
XP_011636967.1,XP_025265907.1,2.00E-138,399,3.00E-149,426
XP_011636967.1,XP_025265908.1,2.00E-138,398,3.00E-148,423
XP_011636968.1,XP_011257680.1,2.00E-133,387,1.00E-144,415
XP_011636968.1,XP_011257683.1,1.00E-133,387,7.00E-144,412
XP_011636968.1,XP_025265902.1,1.00E-134,390,3.00E-148,424
XP_011636968.1,XP_025265903.1,1.00E-134,390,3.00E-148,424
XP_011636968.1,XP_025265905.1,6.00E-137,395,9.00E-150,427
XP_011636968.1,XP_025265906.1,2.00E-139,401,9.00E-151,429
XP_011636968.1,XP_025265907.1,2.00E-139,401,9.00E-151,429
XP_011636968.1,XP_025265908.1,2.00E-139,400,1.00E-149,426
XP_011636969.1,XP_011257680.1,9.00E-133,385,8.00E-146,417
XP_011636969.1,XP_011257683.1,5.00E-133,385,4.00E-145,415
XP_011636969.1,XP_025265905.1,3.00E-136,393,9.00E-151,429
XP_011636969.1,XP_025265906.1,9.00E-139,399,5.00E-152,432
XP_011636969.1,XP_025265907.1,9.00E-139,399,5.00E-152,432
XP_011636969.1,XP_025265908.1,5.00E-141,404,5.00E-153,434
XP_011636971.1,XP_011257684.1,0,723,0,705
XP_011636972.1,XP_011257684.1,0,723,0,705
XP_011636973.1,XP_011264400.1,6.00E-124,352,2.00E-125,355
